summ_type,split,example_id,summ_a,summ_b,summ_comm,nli_contrast_neut_score
ref,train,0,"This is an all suite hotel. The hotel is flawless. Around the holidays season, the hotel was well decorated for X-mas. There were lovely Palm trees and Christmas lights. This hotel is so close to the beach. This hotel is perfectly located for peace and quiet. The airport and Duval street are only a short shuttle away. Downtown is quite far away. The rooms are modern. The rooms are of great size. There is a lot of storage space. The beds are comfortable. The bathroom is pretty large. There is a nice vanity area. The staff were willing to help. They were willing to help with a last minute late checkout request. The restaurant provides great food. The restaurant closes too early for us. The hotel has bikes to rent. Parking close-by can be very pricey. The cost is per day. The elevators do not feel safe.",It was overpriced at this hotel. The cleaning standards were only okay. This hotel isn't in a great location. It is outside of the old town. Some good attractions are located in the old town. It is somewhat nice to be away from the main strip. It could have been closer to the main attractions. Some of the staff were rude. Some of the staff were unhelpful. You can eat your breakfast at the outside restaurant when staying at this hotel. Eating at the outside restaurant is really enjoyable. This is a great stay. You can ask for a reduced rate. The reduced rate is available for Florida residents. The pool is really worth checking out. The hot tub is also worth checking out.,The hotel is recommended. The staff there were friendly and helpful to guests.,0.375
ref,train,1,The hotel has an enjoyable ambience. The hotel is great value for money. This location is great for accessing the great fun and action close-by. There is hustle-and-bustle noise from the street the hotel is located on. The rustic rooms here are a little small. The rustic rooms here are really comfortable and clean. The beds are big. There was a thatched roof to the room. The thatched roof provided an airy feel. The thatched roof was not soundproof. The hotel provides great breakfast. The breakfast can be eaten above the garden. The breakfast can be taken away. The hotel does not provide private parking.,"The hotel is a highlight of the Yucatan province. The hotel is different from commercial areas such as Cancun. The food at the hotel is highly recommended. In general, the hotel is worth repeat visits. The location is absolutely perfect. It is really close to shopping and restaurant options. The rooms are basic. The showers work well. The rooms are purposefully lacking in mod cons. There are no TVs, radios, or phones in the rooms. The towels provided in the room are sculpted into animal shapes. This is a unique feature of the hotel. There were two big-sized pools that were perfect. There were some ping-pong tables. The internet accessibility is a bit of a let-down.",The staff at the hotel were friendly and helpful. It is very close to the beach.,0.3548387096774194
ref,train,2,This is a really great place to stay. It's really quiet. The station is really close to the hotel. The station is located in an old monastery. The monastery is set in beautiful gardens. The rooms in the hotel are spacious. The rooms in the hotel are clean. The rooms in the hotel have air conditioning. The food is available at the hotel. The price of the food is reasonable. The hotel lobby provides free wireless internet. You can borrow one of their laptops if needed.,This hotel is great value. This hotel definitely adds to make your trip really special and enjoyable. There were great places within walking distance at this hotel. The hotel has well-equipped and nicely decorated rooms. The rooms with views are rather expensive. The breakfast food items were really varied and very tasty. I couldn't recommend it enough. This hotel could be improved if there was a lagoon view.,The staff were at the hotel. The staff were very helpful.,0.45454545454545453
ref,train,3,"If you're looking for a decent clean hotel, then this is the right one for you. It provides a pleasant and unforgettable experience. This is a nice location. You can see the Colosseum from the hotel. The Colosseum is less than a ten-minute walk away. The rooms in the hotel are nicely decorated. Some may find the bed small. The day staff spoke English. The hotel has a continental buffet breakfast. Good cappuccino is available on the roof terrace. The breakfast is tasty. The showers in the hotel bathrooms are small.",The stay at the hotel was comfortable. The stay at the hotel felt like a home away from home. Definitely recommended. The hotel is in a good location for a short walk to the main train terminus. There is a tube line going to all the historic sites of Rome. The hotel is closely located to a supermarket. The rooms in the hotel are clean. The rooms in the hotel have a view. The breakfast at the hotel was really good. The breakfast had a great range from pastries to scrambled eggs. The food/dish is very tasty. ,The hotel is ideally located. The hotel is good for local public transportation. The staff at the hotel were very helpful.,0.46153846153846156
ref,train,4,"This is a great condo. The condo was comfortable. The condo was convenient. Staying in the condo was much nicer than staying in a hotel. It would be a shame not to come back again. The location of the hotel is perfectly situated on the lake. There is the option to rent boats down at Indian Point if needed. The hotel offers fantastic views of the city. From the top of the mountain, you can see fantastic views of the surrounding landscape. The balcony provides fantastic views of the ocean. The staff at this hotel were really helpful. The staff at this hotel were super friendly and nice. The units face the lake. The units have large covered patios. You can enjoy your coffee on the patios. The only complaint is that the people in the room above were up all night long. The only downside to this hotel is the noise from the room above.","This was an okay stay here. There is some really lovely scenery around the place. The spa facilities at the hotel were top-class. It made for a lovely atmosphere. The room was quite noisy. The room didn't even have a mini-fridge inside. The pull-out couch was actually really good quality. Sleep was great on it. Most of the staff were great here. The staff provided such a memorable service. The only let-down was the doormen and front-desk lady were sometimes rude. Overall, the staff were great. The food was a bit expensive. The cafe restaurant definitely has unbeatable food. The hotel had a movie theatre. The movie theatre played kids movies. There was a lovely lake. There was an indoor atrium.",The hotel was comfortable to stay at.,0.19444444444444445
ref,train,5,"The room featured WiFi. The room featured Apple TV. The addition of Apple TV was a great touch. The shower was excellent. Additionally (implies that this is an additional point to something previously mentioned, but we don't have that context) The pillows were pretty full. There was no refrigerator in the room. The staff at the hotel were polite. The staff at the hotel were accommodating. The sales manager that was contacted was efficient in response. The sales manager that was contacted was helpful with suggestions. There are great food options around the hotel. The breakfast in the connected restaurant was really great. The second floor of the hotel was recently refurbished. The second floor of the hotel is quiet.","This hotel has served guests. The guests have stayed on repeated occasions. The room is very well-equipped and clean. The shower did often leak onto the bathroom floor. The breakfast in the hotel was a little expensive. There was no bottled water available in the room. The parking provided at the hotel is really expensive. In other aspects, the hotel did provide good value.",The hotel is in walking distance to some of the sights. It is definitely recommended.,0.16666666666666666
ref,train,6,"The hotel is a unique place to stay. Overall, the hotel is a unique place to stay. The location is pretty good. It doesn't have great access to a subway line. There's mainstream shopping close-by. The theatre quarters are close-by. The location is good because of these nearby attractions. The shower was in the room. The shower was very modern. Most of the staff were friendly. The staff were friendly to guests. This hotel has a small restaurant. The restaurant provides superb food. The restaurant very proudly uses local and organic produce. The hotel has an archaic elevator. The archaic elevator is a novelty.",The hotel is quite busy. It was really quiet. The location of this hotel is perfectly situated for exploring downtown. The location of this hotel is good for a medium-length walk to other attractions and sights. The hotel rooms were spacious. The hotel rooms were clean. The bathrooms were large. The room had really good bedding. The staff at this hotel seemed a little bit uninterested. The housekeeping staff did a really good job cleaning. The hotel had a good choice of food. The breakfast was lovely. The curry lunches were good. The hotel has an ice machine available for guests. The ice machine is located in the room corridors.,This hotel provides a stay. The stay is enjoyable overall. It is recommended.,0.08823529411764706
ref,train,7,Some would recommend the hotel to others. Some may not recommend the hotel to others. The hotel is ideally situated for transportation routes like the St. Charles line. The hotel is in walking distance of the Garden District. The hotel is a bit further to the French Quarter. The hotel has spacious rooms. The spacious rooms are equipped with a kitchen. The rooms are very clean. The bathrooms are rather small. The shower was excellent. The staff at the hotel were incredibly helpful. The welcoming porters were particularly helpful. There is lots of food available to eat around this hotel. The food is great tasting. The hotel provides wristbands for entry into the premises. This is a pleasing security feature.,"The hotel and the surrounding area are noisy. It is to be expected. The location is unbeatable here. There is some noise. Having the best location is worth paying a small price. The room was small. The room wasn't too well maintained. Upon arrival, the room wasn't even made-up. The person requested a quiet room. The room provided was really noisy. The staff seemed unprofessional. The staff seemed unhelpful. The hotel provided breakfast. The breakfast was very good. The parking situation is quite difficult. The pricing is really high per day. There was no hot water. The water was just tepid. Additionally, these two factors were present.",This hotel was great.,0.19444444444444445
ref,train,8,"This hotel makes for a pleasant stay. This hotel makes for a delightful stay. You wouldn't want to stay anywhere else. You are returning to Venice. The hotel is perfectly situated to get to great restaurants. It's close to water-ferry stations. The room in the hotel had a spacious, newly decorated bathroom. The room in the hotel was quiet in general. The rooms are decorated. The decoration shows respect for history. The breakfast was a little bit basic. It was still a good start to the day. There were continental-style yoghurts and cereals, etc. The hotel is great. The hotel is a good value for money.",The hotel is well-placed in a quiet spot. You can access public transportation only a few minutes' walk away. You can go further afield if desired. The size of the rooms in the hotel differ. All rooms have a canal view. The breakfast food here was plentiful. You can choose to eat your supper overlooking the canal. Eating supper overlooking the canal provides a magical experience. The hotel looks exactly as advertised on their website. The checking out process was very efficient.,The staff at the hotel are friendly. The hotel is recommended.,0.6666666666666666
ref,train,9,"This is a decent place to stay. It will leave you feeling happy overall. Initially, there was a bit of a rough start at the hotel. The hotel is still nice. There is some peace and quiet at this hotel. It is quite close to the action. There are restaurants nearby. There is shopping nearby. The room was clean. The room had adequate disabled access. It may take a while to get access to the room. The staff here are okay. The staff here are mostly very helpful. They enforce valet parking. Valet parking is a little offputting. Dinner at this hotel was really good. Dinner at this hotel was pleasing. There are also other food options nearby. There is a restaurant that serves Italian food. There was a small outdoor patio. The patio overlooked the pool and other patios. It was quite noisy. There are valet services available. There are parking services available.",The hotel has a deal. You get the fourth night free. You have to stay three nights. The hotel is in close proximity to a zoo. The hotel is in close proximity to an aquarium. The hotel is in close proximity to other tourist sights. The hotel room overlooked the city. The hotel room overlooked Diamond Head. The hotel room overlooked the zoo. The room and bathroom were an adequate size. The room and bathroom could generally do with a deep clean. The staff at the hotel were friendly and knowledgeable for the most part. There were some staff members that were not as helpful. There were free buffets every single day at this hotel. The free buffets have to be taken advantage of. The tiles around the hotel's swimming pool are very slippery. Caution is advised if using the facility.,The location is great. The location is near the beach.,0.4418604651162791
ref,train,10,The hotel is nicely located in a quiet canal street. It is only a walkable distance to many interesting places. Some of the interesting places include Dam Square and Anne Franks House. The room is quite small. The view of the canal was wonderful. You should try to request a large room. The small room did have a big enough bathroom. The staff at the reception were rude and not very helpful. The staff at the breakfast area were rude and not very helpful. The price is reasonable. The breakfast has very limited quantity. The food tasted funny. The shower was scalding. The scalding was dangerous.,The hotel is close to the Metro and train stations. There is a great view from the balcony. The hotel is right next to Central Station. There were issues with the room not being cleaned despite asking repeatedly for it to be. The rooms are stylish. The rooms give you great views. The bed is incredibly comfortable. The room even has Apple TV in it. The staff at the hotel were very polite. The staff at the hotel were apologetic for any problems. No compensation was offered. The breakfast provided by the hotel was really good. The breakfast sometimes took a little longer than expected. The sky lounge of the hotel is recommended. It can be expensive. The hotel provided towels. The towels turned up later than requested.,This hotel is worth the money. The stay was exceptional. The staff at the hotel were helpful. The staff at the hotel were friendly.,0.22857142857142856
ref,train,11,Really recommended to anyone. This hotel is well-maintained. This hotel has good facilities. This hotel has an upscale but cozy vibe. This hotel has a lovely courtyard and pool. This hotel sits in a perfect location. It is in walking distance to all the key landmarks. The rooms are clean. The bed is super comfortable. The only issue was the shower in the bathroom. The shower would spray outside the stall. The service was outstanding in general. The staff here at this hotel are helpful. The staff here at this hotel are professional. There were some small teething problems. The housekeeping staff don't work after midnight. The hotel offered chocolates and gingersnaps in the lobby. The hotel offered free breakfast. There is a lovely pool area. Valet parking should be provided. ,The overall vibe of this place is pretty great. The overall vibe of this place is authentic to the city. It's a neat spot. It puts in a huge effort. Some of the rooms in the hotel do not have windows. Furnishings are in a bad condition. The cleaning of the rooms needs improvement. The management of the hotel seemed disinterested. The valet staff were efficient and friendly. The desk staff were efficient and friendly. The valet staff and desk staff were busy. The hotel only serves coffee. The hotel only serves pastries as the breakfast offering. The hotel was cheap. The hotel had free parking included. These were not reason enough to choose it.,The staff at the hotel are friendly. The hotel is ideally located for a stay. To visit the French Quarter.,0.1282051282051282
ref,train,12,It is a hotel. The hotel is located in Europe. The hotel is charming. The hotel is situated on the River Arno. The hotel is in a quiet locale. The hotel rooms were well decorated. The hotel rooms had fully functioning air conditioning. It was a room. The room had a view. The staff at this hotel are really great. The manager was really knowledgeable for local outings. They all work hard. Their goal is to please and meet your needs. You can access the internet via a computer in the hotel lobby. This is a free option. There is a great hotel balcony. It was lovely to sit on. It was great for watching the world go by.,"This hotel is quite old. The pictures on their website are not a good representation of the hotel's current state. It's a hotel. Generally, it's okay. The hotel is located in a good location. It is close to the train station. It is close to the main attractions in Florence by foot. There are nearby buses. The buses go to Fiosole. The buses go to the plaza Michelangelo. The buses go to the discount mall. The rooms are rather small. The rooms are unsafe. Some rooms are facing onto a construction site. The staff at the hotel had an unprofessional attitude. The unprofessional attitude was towards guests. The hotel was noisy.",The rooms in the hotel are clean. The breakfast had a lot of choice. This was really great.,0.05263157894736842
ref,train,13,The hotel is ideal for a boisterous and young crowd. The hotel is ideal for a girl's trip. The hotel is close to bus routes into the city. The hotel is a good change of place to stay from the downtown alternatives. The hotel is located in the centre of Lincoln Park. There are restaurants nearby. There is a good night life nearby. The hotel itself is located on Clark Street. Clark Street is a shoppers' delight. The hotel has double beds in the single rooms. This is great for one or two people. The rooms are very clean. The drain in the shower needs some attention. The hotel provided a good breakfast to guests. The hotel has good security. Your key card is needed to gain access to elevators or stairwells. There is free WiFi provided. There was some street noise. The noise was not loud enough to cause concern. It is worth mentioning that it is difficult to park for the valet out front of the hotel.,This is a delightful hotel. The hotel provides a really nice place to stay. It's inexpensive. It will keep you wanting to come back frequently. This hotel is located in a quiet area. The quiet area is not too far away from great sights to see. The room in this hotel was modern. The room in this hotel was well-decorated. The room in this hotel was comfortable. The room in this hotel was spacious. The bathrooms are fabulous. The bathrooms are well-equipped. The hotel had a small variety of food items. Guests had to choose from these options. There are some great features to this hotel. The hotel has flat-screen televisions. The hotel has really lovely down-feather duvets.,The staff at the hotel are amiable. The staff at the hotel are helpful.,0.46153846153846156
ref,train,14,The hotel is beautiful. The hotel is expensive. There are normally a lot of guests at the hotel. The hotel is popular. The rooms in the hotel are comfortable. The rooms in the hotel come equipped with a DVD player. The service was truly exceptional. The staff were always pleasant. The hotel did not provide much selection of food. The hotel did not provide anything that was really fresh. The hotel has signature peanut shells on the floor. The peanut shells on the floor are a slipping hazard. The toilets are around the corner. The toilets are below Singapore standards.,This was a great stay. It is recommended for both business and/or pleasure. The hotel is situated close to the Orchard Road shopping area. The hotel provides a free shuttle service. The rooms here are absolutely amazing. The rooms are cleaned to such a high standard. The rooms are spacious. The rooms are comfortable. The rooms are stunningly luxurious. All members of staff were superb. They couldn't possibly be better. Everyone had great attention to detail. The attention to detail extended to the taxi-hailer. The breakfast options here are great. The breakfast comes in a buffet-style selection. The breakfast was all tasty. The afternoon tea was really nice. The canapes were really nice. They were appreciated. The hotel has a gym. The hotel has a swimming pool. The hotel offers free Wi-Fi access. There is cold water around the pool. There are iced face towels around the pool.,The staff at the hotel were very friendly. The staff at the hotel were friendly to guests.,0.175
ref,train,15,"This hotel gives a mix of luxury. This hotel gives an odd unsafe feeling. The location was fine. It is on the outskirts of downtown. It is close to everything you need. It is steps away from Eaton Centre, Yonge Street, and great shopping areas. The block surrounding it isn't ideal. However, this is in contrast to the previous statement or situation. The hotel staff provided local recommendations. The recommendations were great. The hotel staff was pleasant. The food here is okay. There are hot and cold options for breakfast buffet. It is worth checking restaurants across the road. This hotel provides many amazing additions. There is a nice swimming pool with hot tubs and locker room facilities. There is a beautiful rooftop space with plenty of seating. There is complementary internet access. The only downside is the expensive underground parking.","The hotel is really grand. The hotel gave a very royal vibe. The hotel treats you like royalty too. The room was fairly small. The room was a little dirty in places. The room featured large comfortable beds. The room featured a good flat-screen television. Overall, it's a great hotel. The big flaw is that you have to pay quite a bit of money just for internet access. This is typical of most expensive hotels. Unfortunately, this is the case.",The front desk staff of the hotel were helpful. The rooms are comfortable.,0.15625
ref,train,16,The hotel was attractive. The hotel was clean. The hotel is situated next to the train station. The hotel is situated next to the fire department. The location can be noisy due to its proximity to the fire department. There are lots of bars nearby. The hotel rooms are clean and comfortable. The hotel rooms may be in need of a slight touch up and redecoration. The room had good disabled access. The bath had good disabled access. The hotel provides a free breakfast buffet in the morning. The hotel provides free hot drinks all day. The free breakfast buffet and free hot drinks are popular with families staying. The hotel is close to Rock Bottom Brewery. Rock Bottom Brewery serves really good food. The hotel can provide early check-in. Waiting later can be avoided. It was a nice gesture.,This hotel is great and couldn't be better. It is definitely recommended. It is especially recommended to other travellers heading to Chicago. The location of this hotel is unbeatable. It is just off of the river. There is an easy walk to experience downtown. This hotel is well-located. The easy walk to downtown is a great bonus to this hotel. The rooms were spacious. The rooms were quite dusty. The rooms were hot. The beds were adequate. The bathrooms were amazing. Some of the cleaning staff missed an area. The area should have been cleaned. It was quite expensive. It was just for a canned soft-drink from the minibar in this hotel room. Unbelievably. The only available parking at the hotel is valet. Valet parking can be costly. The use of internet is costly.,The staff were helpful. I would definitely stay at the hotel again.,0.2926829268292683
ref,train,17,The hotel has all the modern conveniences. The hotel is set out in a classical style. It's super easy to access the city centre from this hotel. This hotel is great for location. Some rooms at this hotel are very elegant and quiet. The beds in these rooms are comfortable. Some of these rooms even have a fireplace. The shower was great. The walls are really thin. The hotel provides car service. The hotel provided some great food. Every dish tasted great. The taps on the sinks were pretty tight. It is an older building. There seemed to be no soundproofing.,"This is a great place to stay for business. This is a great place to stay for pleasure. This is a beautiful place to stay. All experiences here have always been fabulous. All experiences here have always been convenient. The hotel is close to the theatre district. There are restaurants close by. It is situated close to Macy's, TJ Maxx and other shopping centres. It is situated close to the subway for easy travel. Rooms in this hotel are really nice. They can't be recommended enough. The hotel only had one restaurant. The hotel only had a small bar. The choices were limited. There is a free breakfast provided. The free breakfast is not advertised clearly. There is a charge to use the WiFi at the hotel. The fitness centre was not great.",The rooms of the hotel were clean. The hotel is located perfectly for Boston.,0.3142857142857143
ref,train,18,This is overall a really great hotel. The hotel is a bit pricey. Staying on the front of the hotel could be quite disturbing. The disturbance is due to the horns from the street. The location of this hotel is absolutely great and central. You can walk to many shops. You can walk to Gaudi's Casa Batllo. You can walk to la Pedrera. The metro station is really close. A standard room at this hotel is smaller than expected. Most of the space is taken by the huge but very comfortable bed inside. The bathrooms were outdated. The bathrooms need some updating. The room service was overpriced. The hotel's breakfast is not worth the money. The lifts were a bit inconvenient. There are only two of small and infrequent ones. Requesting the lifts takes a long time wait. The rooms facing courtyard at the back are quieter. The ones to the front are not as quiet.,"It's ideally located for shopping and dining. There is a beach and subway station nearby. It's quite far from the true local character. The room was spacious. The room was not as advertised online. The room was cleaned. There was a lingering smell left there. There was drug paraphernalia left there. The hotel staff were polite. The hotel staff were accommodating. One of the porters managed to show us how to work all of the mod cons of the room. The breakfast was okay enough. The coffee from a machine was quite unpleasant. There is free WiFi here at the hotel. There is a great gym. The pool looks a bit different than pictures provided online. The pool was on the smaller side. The pool was crowded. Overall, it is worth the money charged.",The location of the hotel is near to the city centre.,0.325
ref,train,19,The hotel had a spa. The hotel had pools. The spa and pools made it a relaxing time during the stay. The hotel was clean. There were figures made of ice to see. The hotel is ideally located. The location allows for exploring local restaurants and bars in the area. The room was large. The room featured a flat-screen high-definition television. The hotel room was always very clean. Toiletries were always provided upon asking. The price of the food is quite off-putting. They could improve what they offer. Despite being fairly pricey. There were really stunning atria. There was various wildlife to see.,There were no issues at this hotel. I would recommend it to anyone. The hotel is situated in a great location. It is only 10 minutes from Disney. It is 20 minutes from Universal Studios and Seaworld. The hotel is close to a selection of restaurants. The rooms of the hotel are comfortable. The rooms of the hotel are affordable. The rooms of the hotel are not big enough for more than two people. The air conditioning works well. The rooms can be unclean. The bar at the hotel is really reasonable. The bar serves a really good Long Island iced tea. There is a lot of misrepresentation between the website and reality. The price in person ended up being more expensive than booking online. The barbecue area was not up to standard. The lagoon area was not up to standard.,I would recommend the hotel. The hotel had staff. The staff were helpful.,0.19444444444444445
ref,dev,20,The hotel has conference rooms available. The conference rooms can be rented out for conferences and corporate events. The location of this hotel makes it easy to access restaurants. The location of this hotel makes it easy to access the river. The location of this hotel makes it easy to access shops. The rooms are a good size. The rooms are well decorated. The bathroom in the hotel was large. The bathroom in the hotel had a large bathtub. Small touches like a chocolate on the pillow are nice. The hotel has a roof terrace. The roof terrace is for drinks. The hotel is missing the availability of a pool. Unfortunately.,"The hotel is memorable. The hotel is especially memorable during a winter stay. The room was okay. The room was on the small side. The bathroom was on the small side. The rooms were upgraded to a suite. The room was absolutely fine. The room had a great view with modern decor. The breakfast is quite expensive, but it's really great and tasty. The dinners are quite expensive, but they're really great and tasty. A coffee maker was not free of charge. Coffee was not free of charge. The toiletries were really great. There was an issue with the toilet.",The staff at the hotel were incredibly accommodating. The hotel was well located.,0.2
ref,dev,21,"This is a hotel. The hotel is located in an excellent place. It is perfect to walk to the entertainment district. It is perfect to walk to pubs and restaurants. Rooms on the higher floors are excellent. They can provide a great view. The room itself is of a lovely quality. The room had a full kitchen, which is incredibly useful. The hotel offers a complimentary breakfast. The breakfast was really good.",This hotel is great. This hotel is pretty amazing. You would definitely want to return. The hotel is located close to the CN Tower. The hotel is located close to the Hockey Hall of Fame. The hotel is located close to the Rogers Centre. The deluxe room was quite small. The deluxe room didn't have a view at all. The deluxe room was pretty clean. There was a lot of noise. The noise could be heard from the room. The hotel's breakfast is included in the room's price. The breakfast is a little expensive.,The staff have been okay at this hotel. Sometimes they were great and helpful. At times they wouldn't treat guests incredibly well. The hotel is located near to CN Tower.,0.037037037037037035
ref,dev,22,"The hotel has a level of homely comfort. Sometimes, the hotel lacks small personal touches. The hotel is connected to a subway. The hotel sits above the Pacific Place shopping mall. It can take a while to travel to the business district. The rooms are really modern. The rooms are lacking in style. The rooms are lacking in space. The hotel has a cafe that provides lunch. The lunch was really expensive and equally as disappointing. You can get drinks from the bar that's in the foyer. The hotel had good facilities available. The facilities included a gym and a pool.",The hotel is interconnected to the airport. The hotel is very quiet. The hotel was awarded for being the best airport hotel. It is a fantastic hotel overall. You will probably wish to return to it. This hotel is ideally located for those who are flying. It is close to the airport. It makes it superb for early flight visitors. The rooms in the hotel are large and spacious. Some of the electrical items in the room were not functioning. There was a buffet breakfast. The buffet breakfast was great. The luggage was dealt with really well. The check-in experience was super efficient.,The rooms at the hotel were clean and spacious. The hotel staff were great.,0.13793103448275862
ref,dev,23,"The hotel was clean. The hotel was reasonably priced. The hotel needs a makeover. The hotel would improve if some of the charges were lowered. This hotel is located in a really great area. It is a really handy walk to the shopping area and restaurants. There is a convention centre nearby. The rooms are spacious. The rooms are flawlessly clean. Everything you could possibly need is available in the rooms. The bed was unbelievably comfortable. The bed provided a great night's sleep. The hotel is a little bit outdated. The hotel is in need of a bit of an upgrade. The hotel had an expensive breakfast. Overall, the food is great. The pool at the hotel is open for a good amount of time for guests. There is parking available. The parking is a bit expensive. The hotel can help out with the parking.","You will want to come back again and again to this hotel. This hotel exceeds any other hotels in the city. The staff have a professional attitude. Due to it being a new venue, some of the staff need a bit more time to develop. We were provided a complimentary round of drinks by staff. The reason for this was due to something (unspecified) that happened. The hotel provides a good breakfast. The hotel also provides an afternoon hor d'oeuvres buffet. The staff provided a complimentary round of drinks. The drinks were provided as an apology. The hotel was a very good price. The hotel exceeded expectations set out by the website.",The hotel is recommended. The recommendation is high. It is in a great location. The staff at the hotel are very amiable. The staff at the hotel are very helpful to guests' needs.,0.21621621621621623
