summ_type,split,example_id,summ_a,summ_b,summ_comm,nli_contrast_neut_score
ref,dev,24,"This hotel is greatly loved. The hotel is well kept. The hotel is comfortable. Everything you could need in terms of shops and restaurants are really close to this hotel. This hotel is superbly located. There are plenty of attractions. The attractions include a theatre and cathedral. The theatre and cathedral are just around the corner. The view from the luxurious room was really nice. The view was overlooking the courtyard. The view was nice when it was sunny. Rooms can accommodate four people. The rooms are comfortable. The rooms are really clean. Additionally, the rooms can accommodate four people while still being comfortable and really clean. The doorman was always at the entrance of the hotel to greet guests. The great staff were very welcoming. There was a buffet for breakfast. The food provided was great-tasting. There is a great outdoor dining area. It was well-suited for eating lunch. Additionally, it is available. There were toiletries available at this hotel. The toiletries were great. The price was really reasonable. The hotel is comfortable and elegant.",The hotel is of good quality. The hotel provides a nice and enjoyable stay. The stay will not break the bank. The bathtub in the room took too long to drain. There is only the facility for one computer to have access to the internet per room. The hotel's breakfast selection was really good. The selection provided at the bar was also good. Rooms on the executive floor are provided with a complimentary breakfast. Rooms on the executive floor are provided with appetisers and snacks for a nominal fee.,"This is a highly recommended Montreal hotel. The staff at the hotel were friendly, warm, and so helpful. The hotel is close to sights. The hotel is close to restaurants. The hotel is close to shopping.",0.275
ref,dev,25,"The hotel is great. The hotel provides a safe place to stay. It is a favourite. It is a favourite with guests. The hotel is close to the metro line. The hotel is close to Rembrandt Square. The hotel is away from the louder tourist areas. The room was quite small at this hotel. The room was quite modern and clean. Everything was wheelchair-accessible, which was fantastic. There was no shower curtain. The bathroom floor was somewhat wet. The staff was at the front desk. The staff was unhelpful to guests. The hotel provides a fantastic selection of food. The food is available in their seafood bistro. The WiFi is in the hotel lobby. The WiFi is very slow. The carpet was dirty. The exterior of the hotel is noisy and overcrowded.",The stay at the hotel was quite expensive. The stay at the hotel was absolutely worth the cost. There are no complaints. The view from the room was great. The room overlooked the canal. The wireless internet in the room was free. This is really useful. The rooms are luxurious. The rooms are decorated to a lovely standard. All of the staff were lovely. They were friendly. They were professional at the same time. They were clearly very knowledgeable. Their knowledge was wonderful. The hotel provided free internet services. The hotel provided the use of a printer too if needed.,The rooms of the hotel are clean. The hotel is definitely recommended. The hotel is in walking distance to the sights. The breakfast was super tasty and sumptuous. The breakfast was quite pricey.,0.2926829268292683
ref,dev,26,This is a hotel. It is a great hotel. It is a little hotel. It isn't a full-on resort. It was nice all the same. There are many things to do. The things to do are within walking distance. The hotel rooms are smaller. The hotel rooms are clean. The hotel rooms are furnished well with antiques for some charm. The breakfast was at the hotel. The breakfast was adequate. The coffee was great. Some items were missing. There was a run-down feel here. The carpeting did not help. The atmosphere was worn-down. The elevators weren't that big. A surfboard could not even fit in it.,The stay at this hotel was great. I will keep coming back. It can get really busy here. You wouldn't know it. The rooms in the hotel were luxurious. The walls were very thin. The hotel has good access to lots of local restaurants. There is a wide variety of choice available. There were some great aspects to this hotel. The super-pool is one of them. It is recommended you head down for a lounger quite early. This isn't a big deal.,This is a hotel resort. The hotel resort is in a good location for seeing the nearby ocean and beach. The hotel resort has a good view of Hawaii. The staff were at the hotel. The staff were very professional. I would recommend the hotel.,0.2702702702702703
ref,dev,27,The hotel is tranquil. The hotel is clean. The hotel is an enjoyable place to stay whilst in Rome. The hotel is close to a number of local restaurants. The hotel is close to the busier areas of Rome. The rooms in the hotel are adequate. The bathrooms are spacious. The staff leave a chocolate on the beds. The chocolate is left each night. The chocolate is for their guests. The buffet breakfast was very good. The hotel's corridors were quite plain. The corridors could benefit from some decoration. The free Wi-Fi worked well. The Bulgari toiletries smelled lovely.,The hospitality at this hotel was lovely. The lovely hospitality made the stay really good. There's nothing at all to complain about. I cannot recommend this place enough. Everything is close to this hotel. The hotel's location is perfect. Historical sites aren't too far by foot. Places to eat and drink are only 50 metres away. The river is nearby too. The rooms are bursting with character. The rooms are really lovely with period decoration and style. The bed was large. That is a bonus. Many staff members were able to provide detailed information about the city. Many staff members were able to provide ideas for what to do and where. The hotel provided a breakfast to guests. The breakfast was adequate. There was superb coffee available. The top-deck roof garden is really spectacular. The top-deck roof garden lives up to the photos provided on the website.,The hotel is recommended. The staff were really helpful. The location is near to the Piazza Navona.,0.21052631578947367
ref,dev,28,The hotel provided a great stay. The hotel is really recommended. The hotel is located close to Giotto's Campanile. The rooms in this hotel are really great. The rooms in this hotel are quite spacious. There was outside noise. The noise came from the bells in the morning. It was difficult to navigate the hotel. The difficulty was due to the floor layout.,The hotel warrants a repeat visit. It is really quiet. The street is a side-street. There is a convenient hop-on hop-off tourist bus. The tourist bus isn't too far from the hotel. The tourist bus is really helpful for sight-seeing. The rooms in the hotel are clean. The rooms in the hotel are simple. The rooms in the hotel have a view over the rooftops. There was a grand continental breakfast. The breakfast was really tasty.,The staff are at the hotel. The staff are very helpful. The location of this hotel is simply superb. It's in a central location close to downtown sights. It's also more representative of locals.,0.24
ref,dev,29,This is a great place for a short stay. It will likely make you want to come back again. The hotel isn't centrally located. The area is quite safe. The location is pretty good. The rooms are in the hotel. The rooms are modern. Some of the hotel's staff seemed disinterested. There was an incident at the hotel. The staff did not help with the incident. You can get a complimentary coffee from the barista. It is worth mentioning. There is a coffee machine supplied here. The coffee machine is fine. The parking is available at the hotel. The cost of parking is 12 a night.,"The hotel made guests feel safe. The hotel made guests feel comfortable. Everything is accessible from this hotel. This is really useful for exploring the city. There are lots of attractions. You can reach them by foot. The hotel has adequate rooms with air conditioning. The internet was available. The staff of this hotel allowed a call to the USA. The call was made using the hotel phones. The complimentary breakfast buffet provided by the hotel was generally good. The restaurant left a bit to be desired. The temperature at this hotel did not help when trying to sleep. Unfortunately, the charge for a brief call is really expensive.",Some of the staff at the hotel were helpful. If you want to go a little further afield. There is a train station close-by.,0.30303030303030304
ref,test,30,"The hotel is decent. It is a great choice if looking for a cheap, clean, and secure place to stay. The hotel is close to the Grand Bazaar. The hotel is close to the Blue Mosque. The hotel is close to the tram lines for transport around the city. The rooms are pretty comfortable. This room, in particular, constantly had smoke blowing up from the lobby. The staff at the hotel provided a service. The service provided by the staff at the hotel was good. The hotel had breakfast included. The breakfast was included in the price of the stay. One thing to note with the hotel is that there is only a one way transfer. You will have to pay for either the pick up or the drop off to the airport.","The hotel looks a bit dated. Overall, it is a good place to stay. The hotel is located on a hillside. The hotel has views of the Bosphorous. The rooms are really big and spacious. The rooms are refurnished and clean. The room is nice. The bathroom is of a great size. The staff were at the hotel. The staff were very attentive. The food is okay enough. There are quite high prices. The hotel does provide internet access for guests. The internet access is steeply priced at $25 per day.",The hotel had a great breakfast provided. The staff were always friendly. The location is ideal. (There is only one component in this sentence.),0.0967741935483871
ref,test,31,The facilities of this hotel are really great. It's one of the most enjoyable stays. The location of the hotel was rather disappointing. It is not a very scenic area of Hong Kong. The hotel's rooms are adequate. The hotel's rooms are perhaps a little darkly lit. The rooms are clean and quiet. It is worth booking a room on the Club floor for a more updated room. The staff find nothing to be too much trouble. The buffet breakfast is absolutely amazing. The buffet breakfast is really varied. The restaurant provides some really good food. The food is worth trying. The hotel has a bi-hourly bus shuttle service available. The bus shuttle service is available to guests. It is not worth getting a hotel with a pool. The climate is often not suitable for swimming.,This is a great hotel. It's highly recommended. You won't regret booking again and again. The rooms are a good size. The rooms have a good view. Some of the staff were not highly trained. Some of the staff had a bad attitude. The multicultural food was really welcomed. The food was of great quality and taste. The hotel provided free DVDs. The free DVDs were for guests.,The staff at the hotel were generally friendly. The staff at the hotel were generally helpful.,0.3
ref,test,32,"The hotel is unique. The hotel provides a unique and unforgettable experience. It is highly recommended for the convenience and friendliness. The location is superb. It had absolutely in the center of everything you could need. The hotel rooms are decorated sophistically. The TV was very small. The service was exceptional. Every member of staff on front of house were super polite, courteous and so thoughtful. Brasserie Jo is a restaurant attached to the hotel. The food at Brasserie Jo is delicious. The atmosphere at Brasserie Jo is charming. The service at Brasserie Jo is the best. There is a gym in this hotel. The gym is good. It is on the fifth floor. It features some cardio machines. ",This is a perfect hotel for any type of stay. You will want to keep coming back for the tranquillity. You will want to keep coming back for the unbeatable price. You will want to keep coming back for the quality. The hotel is very close to the Boston public gardens. The hotel is very close to the Arlington stop of the T line. The rooms are smaller in size. The rooms are decorated with a homely charm. The staff at the hotel were professional. The staff rectified any problems that occurred. The hotel's Christmas Tea was particularly enjoyable. The famous seafood is available in the restaurant. The hotel itself has elevators. The elevators malfunctioned repeatedly while staying here. The elevators stopped between floors. The electricity completely cut out.,The rooms in the hotel are clean and comfortable. The staff were friendly and helpful. The location is ideal.,0.4166666666666667
ref,test,33,"The hotel is highly recommended. You will want to come back to it. It is definitely a five-star hotel. The hotel is only a minute from the beach in one direction. The hotel is only a minute from the beach in the other direction. The hotel has a rooftop pool. The rooftop pool has a view of the sea. The hotel is located near to the Port Olympic. The hotel is located near to Barcelonetta. There is a fitness park nearby. It is a two minute walk away. The hotel room had a good bathroom. The pillows and linen were a bit uncomfortable. The bed was a good size. There was a large TV, WiFi, etc. The room was spacious and clean. The room had a sea view. The food was really good here. The breakfast was especially good. Sometimes the restaurant did not open for dinner. The chef would be flexible for a small party, which is great. The pools were a great addition to this hotel. The fitness centre was also a great addition to this hotel. There's a Jacuzzi on the rooftop. It was really fun.",The hotel is good value for money. The hotel is in a secure part of the city. The hotel is in an industrial area. The area is safe. The hotel is not too far from the city centre. The hotel had air-conditioned rooms. The rooms had a mini-bar. The rooms had a view of the Sagrada Familia. The rooms needed a small touch-up. The cleaning staff made the hotel clean. The hotel was an incredibly clean environment. There was a complimentary mini bar included. The mini bar was not restocked. The breakfast included a selection of pastries. The breakfast included a selection of cheese. The breakfast included a selection of breads. The towels are in the hotel. The towels are too firm.,The staff of the hotel were very helpful. The rooms are comfortable.,0.5555555555555556
ref,test,34,The hotel was great. The hotel comes highly recommended. The hotel is close to transport networks. The rooms were modern. The rooms were really clean. What really stood out was the thermostat. The thermostat controls the heat and coolness of the room. The hotel provided a complimentary breakfast. The breakfast was substandard. The hotel has a thermostat control.,"This hotel was not worth the price paid for it. The hotel is situated in an excellent location. The location is on the river. The rooms were very large. The rooms had a great view of the Chicago River. At times, the rooms smelt unsavoury. The rooms had a dirty bathroom. The hotel did not have a drinks vending machine or fridge. The toilet paper was of poor quality.",The hotel is in a good location. You can walk to a lot of places in the city. The staff were helpful. I would definitely recommend staying at the hotel again.,0.17391304347826086
ref,test,35,It's a good hotel. I would definitely recommend it. I would return for another stay. The hotel is in a perfect location. The location is in the old quarter of Istanbul. The hotel is within minutes of the Blue Mosque. The hotel is within minutes of the Grand Bazaar. The hotel is within minutes of many other traditional and historic places in Sultanahmet. The rooms here are cosy. The rooms here are on the small side. The rooms here are always very clean. The rooms here are comfortable enough. The staff were knowledgeable. The staff were knowledgeable about the local area. The breakfast was fit for a king. It is definitely recommended. There was nothing not to like. Breakfast was on an open terrace. The hotel provides complimentary internet access. The internet access is in the reception.,"This hotel is perfect for both leisure and business stays. This hotel is a welcome breath of fresh air for the hospitality industry. You can walk across the park near the hotel. There are a number of restaurants near the park. The hotel's rooms are modern. The hotel's rooms are adequately sized. The hotel's rooms are competitively priced. It is possible to see the Bosphorous from some of the rooms. The staff based at the hotel were generally good. There were some instances of unprofessional conduct. The dial-up service to access the internet is a paid service. Unfortunately. The gym is pretty small. It's fine for a quick workout. Additionally, it is mentioned.",The hotel is recommended.,0.2777777777777778
ref,test,36,The price of staying at this hotel was reasonable. The hotel is located in the city centre. The hotel is located right next to a canal. The rooms of the hotel can be small. The beds in the rooms can be little. The rooms are good value. The rooms are clean and well-furnished. The continental breakfast was a bit limited. The breakfast tasted great. The breakfast was provided by the hotel for free. The hotel provided free internet access. Be warned of the steep stairs. If you have heavy luggage. The hotel is gay friendly. Homosexual pornographic materials are left out in public areas.,The stay was pleasant enough. The hotel is unusual and stand-out. I would recommend. I would come back again. This hotel is perfectly situated for access to the main city. This hotel is perfectly situated for a peaceful walk or jog along the waterfront nearby. There are some restaurants and deli shops not far away. Many locals tend to visit them. Some rooms in the hotel have an open toilet in the room. This may be an issue for some. There is complimentary internet provided in rooms. The staff at the hotel were often unfriendly. The staff at the hotel did not finish tasks. The restaurant at the hotel is good. The wines can be expensive by the glass.,Some of the staff at the hotel were helpful to guests. Some of the staff at the hotel were amiable to guests.,0.5625
ref,test,37,"The hotel is situated about five minutes away from the airport. The hotel offers a free shuttle service to the downtown area. The shuttle service runs at twenty minutes past the hour. The suite has two bedrooms. The suite is stunning and really impressive. There were lots of nice features. The features included granite worktops, marble flooring, and stainless steel appliances for guest use. The bathroom featured Jacuzzi tubs and a really big walk-in shower. The breakfast passes only included the fruit. The breakfast passes only included the bread. The parking facility at the hotel cost $18, which is expensive. The water at the hotel was discoloured and riddled with seaweed.",The resort will have you wanting to keep coming back. The resort is really relaxing and welcoming. The hotel was a short taxi ride away. The hotel was away from the town centre. It was quite a drive to Duval Street. It was rather expensive in a taxi. The room was beautiful. The room has amazing views. The room had a bed. The bedding on the bed was quilted. The bedding on the bed was great. The staff service here is excellent. It is five-star quality. They were really helpful. They were friendly and welcoming. There are some great salt pools. You can sip some cocktails. You can achieve some peace and tranquillity. The price is quite steep. There are four amazing pools. There is an outdoor bar. I would definitely come back again.,This hotel is really enjoyable. This hotel is definitely recommended. The rooms of the hotel are clean. The rooms of the hotel are spacious.,0.34210526315789475
ref,test,38,This is a lovely and charming hotel. The hotel can be busy during September time. This hotel is nicely located in a quiet neighborhood. This hotel is also close to the best things to do in Venice. The rooms were clean. It seems more like a dorm than a hotel room. You need to spend extra 20 euro. The extra 20 euro is for an upgrade. The owners are very friendly. The breakfast is basic here. The breakfast area is quite small. It gets filled up fast. There are lots of places nearby. The staff will even make a reservation for you. The local boat trip to Murano is worth it. The advice would be to go on the normal boat.,The hotel is definitely recommended for others. It is a little remote for some. The hotel is located on the Grand Canal. The hotel is located opposite the Santa Lucia train station. It is in a less busy part of the city. It is a gentle walk to all of the tourist sights. It is a gentle walk to boat routes. The rooms are in the hotel. The view is of the canal. The rooms are light. The rooms are well maintained. The bathrooms have twin basins. This is ideal for a couple. The staff at the hotel were helpful. The staff at the hotel were knowledgeable. The hotel provided breakfast. The breakfast was adequate. The elevator in this hotel was small. The elevator in this hotel was really well-maintained.,The staff at the hotel are friendly and helpful. A great breakfast is provided. The rooms in the hotel are small. The rooms in the hotel are clean.,0.28205128205128205
ref,test,39,"The hotel is a tranquil escape. The Old Town is bustling. It is decorated in a modest fashion. It is decorated in an antiquated fashion. You can ask at this hotel. You can get an amazing room with a sea-view. The bathroom seems updated. The bathroom features a really great pressure shower. The continental-style breakfast was really good. The breakfast was served on the rooftop terrace. There are great views at this hotel. I found that their slippers are really comfortable. Their slippers don't feel cheap. Additionally, I found this.",The hotel is simplistic and clean. It is a quaint family run establishment in Istanbul. The rooms were a good size. The beds were comfortable. The beds were not cheap. The staff spoke English. The English spoken by the staff was excellent. The hotel provided a varied selection at breakfast. The atmosphere at breakfast was lovely. The roof terrace work is not finished on the hotel yet. The hotel will be even better once the roof terrace work is finished.,The hotel is in close proximity to all of the tourist sights. It is definitely recommended. The staff are friendly. The staff couldn't seem to do enough to help with anything.,0.3103448275862069
ref,test,40,The hotel is good value for money. The location is central. The location is close to the City Hall. There is a Burger King nearby. There is a 7 Eleven convenience store nearby. The rooms in the hotel were clean. The decor was a little outdated. The rooms were too cold. The buffet breakfasts and dinners in this hotel are absolutely superb. There is even an a la carte lunch option. There is a great bar on the ground floor. The bar serves really good tasty food. The internet provided at the hotel was of poor quality. The internet was unreliable. You had to put a down-payment just to connect. There is a pool at the hotel. The pool is really clean. The pool is of good quality.,"This hotel is stunning. This hotel will blow your mind. This hotel is majestic and great. If you stay here. You will want to return again and again. The location here is great. The subway is easy to reach on foot. The rooms of the hotel were adequate. The toilet, bed, and television were on the upper floor of the room. The free-flowing champagne was provided during tea. The food was disappointing. The Fullerton Hotel has a beautiful exterior. The exterior is particularly beautiful at night.",The hotel is located close to the MRT. The service from the staff here is unbeatable. The staff are all very friendly. The staff love to offer suggestions when asked.,0.17142857142857143
ref,test,41,"The hotel's furnishings are a bit outdated and need updating. The hotel was very clean. This hotel has a great central location. It is very close to many attractions. The attractions include MRT, Clarke Quay, and the National Museum. The bed was comfortable. The full size bath was a nice bonus. The isolation is bad. The elevator could be heard very clearly. The neighbor speaking could be heard very clearly. The downside is the lack of style. There is no wifi in the room. Disappointing breakfast. The choices are very limited. There is no fresh fruit. This hotel has a pool. The pool is very small. ",The hotel is an amazing 'Las Vegas style' building. There is a shopping centre attached to it. There is a convention centre attached to it. The hotel is definitely recommended. There are possibly more personal venues to stay at whilst in Singapore. The location is pretty great. There is a mall close-by. The club room was quite fantastic. The club room was a little bit noisy because of the traffic. The decor was contemporary. The room was nice and spacious. The bathroom was really big. The bath was included in the bathroom. The staff allowed for early check-in. The check-out process was really easy and quick. The staff service is satisfying overall. The food is good here. The food is a little bit overpriced. The hotel has live music. The live music is in the Fuse Lounge. The pool is not very private. The foyer is too busy.,The hotel is located close to the MRT. The staff are friendly. There is a city view from this hotel. The city view is great.,0.06976744186046512
ref,test,42,This hotel may not be the right option for some. The hotel is only a five minute walk from the Town Hall rail station. You can also walk to shopping and tourist attractions from the hotel. The hotel is close to Darling Harbour. The corner-room was of an okay size. The corner-room was really cleaned to a high level. Check-in to your room can be earlier. You need to ask for it. The staff were quite nice overall. Sometimes the staff seemed to be put off. Sometimes the staff seemed to be lacking. The breakfast provided by the hotel was Continental. There were problems with not being on the necessary list. The hotel's restaurant was good. The hotel's restaurant was slightly expensive. The hotel was very helpful with pre-booking information. Check out of the stay was drawn out and frustrating.,"The room lacked some personality. The room was pretty small and plain. The room did have a big bed. There were some nice toiletries available. The hotel has a buffet breakfast. You can enjoy a cocktail overlooking the harbor. The WiFi was surprisingly a paid service. On the positive side, the pool area on the roof is really pretty. The gym is perfectly adequate. The gym is small. This is a positive aspect.",This was a really enjoyable hotel to stay in. I would choose it again for sure. The hotel is recommended highly.,0.45161290322580644
ref,test,43,"This is a perfect hotel for a short stay. It is highly recommended because of the great value for money. The hotel is in a great location. The location is ideal for visiting the Musee d'Orsay or Saint Germain area. Firstly, the rooms are designed to be really unique and it shows. The plethora of mod-cons supplied includes an iPod dock, minibar, and a flat-screen television. There is nothing you could need. Everything is available. The room is very luxurious inside. The room is very relaxing and charming. The staff at this hotel are really caring. The staff at this hotel have a great attitude. The breakfast provided by the hotel was suitable. It was stocked with fresh, organic produce. There was plenty of food available. The ticket provided by the hotel allows for skipping the line. The skipping the line is only available at designated venues.",The stay at this hotel was really great. The stay at this hotel was really enjoyable. It was a memorable experience. The hotel seemed to be totally new. This location was pleasant. It was located in a tree-lined avenue. The tree-lined avenue was used by locals. The hotel room had a lovely view of the canal. The rotunda and Stalingrad station were in the background. The room is decent sized. The bathroom is large. There is no bath in the bathroom. The room is clean and tidy. The bed is comfy. Some of the staff at the hotel were helpful. Some of the staff at the hotel had an unprofessional attitude. The hotel served simple French cuisine with a view of the canal. The breakfast's hot items would go quickly. The hotel has secure parking available. The parking is located below the complex. One of the lifts may be out of order. It takes a little longer to get the other lift. It is worth noting.,The hotel is in a great location. The location is close to the metro. The hotel is highly recommended. The staff were friendly.,0.09090909090909091
ref,test,44,"I booked directly with the hotel. It was really impressive. It made for a very special weekend. This place is recommended. The hotel was situated close to a metro station. The metro station allowed travel to the restaurants of Old Montreal. The hotel was within walking distance of the Montreal Jazz Festival. The rooms are adequately sized. The rooms are clean. The rooms have elegant furnishings. The rooms have a previous incarnation as a bank. The rooms retain some history from its previous incarnation as a bank. The rooms have free WiFi available. There is lovely modern art in the rooms. The hotel has a good bar. The bar is ideal for relaxing. Live music is played in the bar. The hotel had no street noise at all. On Friday and Saturday evenings, there was a music group playing at the bar area.","This hotel never disappoints during your stay. It's a great place to stay whether it's for a shopping weekend or something else. The hotel is located in the center of Montreal. The hotel is located in the shopping district of Montreal. It is close to McGill University. It is close to Ogilvy. It is located in a safe part of the city. There are some really cool and handy features and amenities included in the rooms. These features include an iPod docking station, a pressure shower, a DVD player, and a television. The Jacuzzi tub in the bathroom was great. The rooms were spacious. The rooms were luxurious. The breakfast was provided via room service. The breakfast was really tasty. There was a garage. You could park your car in it.",The staff were accommodating. The accommodating was to guests. The staff were accommodating to guests.,0.3157894736842105
ref,test,45,"The hotel was a bargain. The hotel comes highly recommended. The hotel is located centrally to the main strip. Generally, everything is within walking distance. It is a minute's walk to the beach. Nearby 4th street has a selection of local restaurants too. The rooms were clean. The rooms were well maintained. They were reasonably priced. The deluxe options have a balcony overlooking 5th Avenue. The staff are incredibly knowledgeable about the local area. The staff will happily spend some time advising on the best places to see. They were gracious enough to book taxis to the airport. Booking taxis to the airport is a great touch. The hotel is near to Rancho Punto Venado. Rancho Punto Venado provides facilities for many outdoor activities such as horseback riding and ATV driving.",The hotel has a kids' club. The hotel is conveniently near the tram system. There are great views of the coast. This is an ideal choice for a quieter place to stay. One of the hotel rooms is a suite. The suite is simply superb. The staff were generally friendly. Requests were not always met efficiently. The hotel provides great food. Some of the dishes are perhaps not too authentic to the region. The hotel provides internet access for guests. The hotel premises have a pool. There is seating around the pool. You can upgrade to stay in a Casitas. There is a view to the ponds of the grounds.,The hotel is in a good location. The hotel has friendly and helpful staff.,0.48484848484848486
ref,test,46,The hotel was a unique experience. The hotel had traditional features. The hotel had modern features. A stay at the hotel is recommended. The hotel is situated in an excellent location on the Grand Canal. It is only a couple of stops to San Marco Square. It is near to the Salute Church. It is close to a number of art galleries. It is close to the Vaporetto. The hotel has rooms overlooking the canal. The rooms are nice and clean. The hotel has a simple menu. The menu can be served wherever you like. The minibar is always stocked for guests. The hotel was a bit overpriced. The hotel did live up to that expectation. It was worth it.,This is a beautiful hotel. This is possibly one of the best hotels out there. The rooms in the hotel are decorated in a typical Venetian style. There is a modern design twist in the rooms. Mirrors house televisions in the rooms. The highest room available in the hotel has a sky window. The sky window was very quiet too. The breakfasts at the hotel were made fresh. The breakfasts could be enjoyed on the terrace. This is a hotel of high standards and qualities. Everything seems to be really thought through. The plug sockets are placed in convenient locations. Even the light switch is well-placed.,The staff were helpful. The staff were helpful to guests.,0.5625
ref,test,47,"It was a comfortable experience at this hotel. There was classical music that came from a nearby opera school, which was a nice bonus. The location is excellent because it is on a quiet street. The location also allows for easy reach of principal city sights. The metro and city tour bus stop are really close. The room is clean. The room is large. The bathroom has been renovated and is great. The staff are a wealth of knowledge about the nearby restaurants. The staff are a wealth of knowledge about side trips. Their knowledge was super helpful. The breakfast has lots of choice. The quality of the continental foods and drinks on offer was great. They provide take away breakfast. There is no wireless internet in the rooms. Wireless internet is only available in the lobby.",The hotel seems to be missing the personal details. The hotel is perhaps slightly overrated. This hotel is beautifully set for walking to great sites of the city. There are shops and outdoor restaurants located close-by. The hotel is located within a small complex. The small complex had some beautiful orange trees. The orange trees added to the colourful neighbourhood. The rooms here are really lovely. The rooms were a bit noisy with doors banging. The breakfast buffet was really tasty. The breakfast buffet was a little bit basic. The scrambled eggs are recommended highly. There was some noise coming from the bells of the nearby church. It is recommended to bring earplugs.,The rooms of the hotel are clean. The staff are helpful.,0.3125
