summ_type,split,example_id,summ_a,summ_a_neg,nli_contrast_agg_score
ref,dev,24,"This hotel is greatly loved. The hotel is well kept. The hotel is comfortable. Everything you could need in terms of shops and restaurants are really close to this hotel. This hotel is superbly located. There are plenty of attractions. The attractions include a theatre and cathedral. The theatre and cathedral are just around the corner. The view from the luxurious room was really nice. The view was overlooking the courtyard. The view was nice when it was sunny. Rooms can accommodate four people. The rooms are comfortable. The rooms are really clean. Additionally, the rooms can accommodate four people while still being comfortable and really clean. The doorman was always at the entrance of the hotel to greet guests. The great staff were very welcoming. There was a buffet for breakfast. The food provided was great-tasting. There is a great outdoor dining area. It was well-suited for eating lunch. Additionally, it is available. There were toiletries available at this hotel. The toiletries were great. The price was really reasonable. The hotel is comfortable and elegant.","The hotel is highly detested. The hotel is run-down. Comfort is the last thing you would associate with the hotel. In terms of shops and restaurants, nothing is close to the hotel. The hotel is terribly located. There are no attractions. The attractions do not include a theatre or a cathedral. The theatre and the cathedral are extremely far. The view from the luxurious room was surprisingly bad. The view did not overlook the courtyard. The view wasn't nice even when it was sunny. Rooms cannot accomodate four people. The rooms are uncomfortable. The rooms are really dirty. Additionally, the rooms cannot accommodate four people while being uncomfortable and really dirty. The doorman was never at the entrance of the hotel to greet guests. The staff were not welcoming. There was no buffet for breakfast. The food provided was bad-tasting. There is a mediocre outdoor dining area. It was not suited for eating lunch. Additionally, it is not available. There were no toiltries available at this hotel. The toiletries were abysmal. The price was unreasonable. The hotel is uncomfortable and inelegant.",0.9
ref,dev,25,"The hotel is great. The hotel provides a safe place to stay. It is a favourite. It is a favourite with guests. The hotel is close to the metro line. The hotel is close to Rembrandt Square. The hotel is away from the louder tourist areas. The room was quite small at this hotel. The room was quite modern and clean. Everything was wheelchair-accessible, which was fantastic. There was no shower curtain. The bathroom floor was somewhat wet. The staff was at the front desk. The staff was unhelpful to guests. The hotel provides a fantastic selection of food. The food is available in their seafood bistro. The WiFi is in the hotel lobby. The WiFi is very slow. The carpet was dirty. The exterior of the hotel is noisy and overcrowded.","The hotel sucks. The hotel did not provide a safe place to stay. Is is not a favorite. It is not a favorite with guests. The hotel is far away from the metro line. The hotel is far away from Rembrandt Square. The hotel is near louder tourist areas. The room was quite big at this hotel. The room was quite old and dirty. Nothing was wheelchair-accessible, which was disappointing. There was a shower curtain. The bathroom floor was dry. The staff was not at the front desk. The staff was helpful to the guests. The hotel provides a bad selection of food. The food is not available in their seafood bistro. There is no WiFi in the hotel lobby. The WiFi is very fast. The carpet was clean. The exterior of the hotel is quiet and not overcrowded.",1.0
ref,dev,26,This is a hotel. It is a great hotel. It is a little hotel. It isn't a full-on resort. It was nice all the same. There are many things to do. The things to do are within walking distance. The hotel rooms are smaller. The hotel rooms are clean. The hotel rooms are furnished well with antiques for some charm. The breakfast was at the hotel. The breakfast was adequate. The coffee was great. Some items were missing. There was a run-down feel here. The carpeting did not help. The atmosphere was worn-down. The elevators weren't that big. A surfboard could not even fit in it.,This is not a hotel. This is not a great hotel. It is a big hotel. It is a full-on resort. It was not nice all the same. There are few things to do. The things to do are not within walking distance. The hotel rooms are bigger. The hotel rooms are dirty. The hotel rooms are not furnished well with antiques for any charm. The breakfast was not at the hotel. The breakfast was inadequate. The coffee was bad. All items were present. There was a well-maintained feel here. The carperting helped. The atmosphere was pristine. The elevators were big. A surfboard could easily fit in it.,1.0
ref,dev,27,The hotel is tranquil. The hotel is clean. The hotel is an enjoyable place to stay whilst in Rome. The hotel is close to a number of local restaurants. The hotel is close to the busier areas of Rome. The rooms in the hotel are adequate. The bathrooms are spacious. The staff leave a chocolate on the beds. The chocolate is left each night. The chocolate is for their guests. The buffet breakfast was very good. The hotel's corridors were quite plain. The corridors could benefit from some decoration. The free Wi-Fi worked well. The Bulgari toiletries smelled lovely.,The hotel is bustling. The hotel is dirty. The hotel is a miserable place to stay whilst in Rome. The hotel is far from the local restaurants. The hotel is far from the busier areas of Rome. The rooms in the hotel are inadequate. The bathrooms are small. The staff do not leave a chocolate on the beds. The chocolate is not left each night. The chocolate is not for their guests. The buffet breakfast was very bad. The hotel's corridors were quite fancy. The corridors can not benefit from any decoration. The free Wi-Fi did not work well. The Bulgari toiletries smelled horrible.,1.0
ref,dev,28,The hotel provided a great stay. The hotel is really recommended. The hotel is located close to Giotto's Campanile. The rooms in this hotel are really great. The rooms in this hotel are quite spacious. There was outside noise. The noise came from the bells in the morning. It was difficult to navigate the hotel. The difficulty was due to the floor layout.,The hotel provided a terrible stay. The hotel is not really recommended. The hotel is not located close to Giotto's Campanile. The rooms in this hotel are really bad. The rooms in this hotel are quite cramped. There was no outside noise. The noise did not come from the bells in the morning. It was easy to navigate the hotel. The easieness was due to the floor layout.,1.0
ref,dev,29,This is a great place for a short stay. It will likely make you want to come back again. The hotel isn't centrally located. The area is quite safe. The location is pretty good. The rooms are in the hotel. The rooms are modern. Some of the hotel's staff seemed disinterested. There was an incident at the hotel. The staff did not help with the incident. You can get a complimentary coffee from the barista. It is worth mentioning. There is a coffee machine supplied here. The coffee machine is fine. The parking is available at the hotel. The cost of parking is 12 a night.,This is an awful place for a short stay. It will likely make you not want to come back again. The hotel is centrally located. The area is quite dangerous. The location is pretty terrible. The rooms are not in the hotel. The rooms are ancient. All of the hotel's staff seemed motivated. There was no incidents at the hotel. The staff helped with the incident. You cannot get a complimentary coffee from the barista. It is not worth mentioning. There is no coffee machine supplied here. The coffee machine is not fine. The parking is not available at the hotel. The cost of parking is not 12 a night.,1.0
ref,test,30,"The hotel is decent. It is a great choice if looking for a cheap, clean, and secure place to stay. The hotel is close to the Grand Bazaar. The hotel is close to the Blue Mosque. The hotel is close to the tram lines for transport around the city. The rooms are pretty comfortable. This room, in particular, constantly had smoke blowing up from the lobby. The staff at the hotel provided a service. The service provided by the staff at the hotel was good. The hotel had breakfast included. The breakfast was included in the price of the stay. One thing to note with the hotel is that there is only a one way transfer. You will have to pay for either the pick up or the drop off to the airport.","The hotel is awesome. It is not a great choice if looking for a cheap, clean, and secure place to stay. The hotel is far from the Grand Bazaar. The hotel is far from the Blue Mosque. The hotel is far from the tram lines for transport around the city. The rooms are pretty uncomfortable. This room, in particular, did not have smoke blowing up from the lobby. The staff at the hotel did not provide a service. The service provided by the staff at the hotel was bad. The hotel had no breakfast included. The breakfast was not included in the price of the stay. One thing to note with the hotel is that there is a two way transfer. You do not have to pay for the pickup or the drop off to the airport.",1.0
ref,test,31,The facilities of this hotel are really great. It's one of the most enjoyable stays. The location of the hotel was rather disappointing. It is not a very scenic area of Hong Kong. The hotel's rooms are adequate. The hotel's rooms are perhaps a little darkly lit. The rooms are clean and quiet. It is worth booking a room on the Club floor for a more updated room. The staff find nothing to be too much trouble. The buffet breakfast is absolutely amazing. The buffet breakfast is really varied. The restaurant provides some really good food. The food is worth trying. The hotel has a bi-hourly bus shuttle service available. The bus shuttle service is available to guests. It is not worth getting a hotel with a pool. The climate is often not suitable for swimming.,The facilities of this hotel are really awful. It's one of the most regretful stays. The location of the hotel was very satisfactory. It is a very scenic area of Hong Kong. The hotel's rooms are inadequate. The hotel's rooms are well lit. The rooms are dirty and noisy. It is not worth booking a room on the Club floor for a more updated room. The staff finds everything to be too much trouble. The buffet breakfast is absolutely horrible. The buffet breakfast is very limited in variety. The restaurant provides some really bad food. The food is not worth trying. The hotel has no bi-hourly bus shuttle service available. The bus shuttle service is not available to guests. It is worth getting a hotel with a pool. The climate is often suitable for swimming.,1.0
ref,test,32,"The hotel is unique. The hotel provides a unique and unforgettable experience. It is highly recommended for the convenience and friendliness. The location is superb. It had absolutely in the center of everything you could need. The hotel rooms are decorated sophistically. The TV was very small. The service was exceptional. Every member of staff on front of house were super polite, courteous and so thoughtful. Brasserie Jo is a restaurant attached to the hotel. The food at Brasserie Jo is delicious. The atmosphere at Brasserie Jo is charming. The service at Brasserie Jo is the best. There is a gym in this hotel. The gym is good. It is on the fifth floor. It features some cardio machines. ","The hotel is ordinary. The hotel provides a ordinary and forgettable experience. It is not highly recommended for the convenience and friendliness. The location is mediocre. It was not close to anything you could need. The hotel rooms are decorated crudely. The TV was very big. The service was not exceptional. None of the members of staff on front of house were polite, courteous, or thoughtful. Brasserie Jo is a restaurant detatched from the hotel. The food at Brasserie Jo is gross. The atmosphere at Brasserie Jo lacks charm. The service at Brasserie Jo is the worst. There is no gym in this hotel. The gym is bad. It is on all floors except the fifth. It features no cardio machines.",1.0
ref,test,33,"The hotel is highly recommended. You will want to come back to it. It is definitely a five-star hotel. The hotel is only a minute from the beach in one direction. The hotel is only a minute from the beach in the other direction. The hotel has a rooftop pool. The rooftop pool has a view of the sea. The hotel is located near to the Port Olympic. The hotel is located near to Barcelonetta. There is a fitness park nearby. It is a two minute walk away. The hotel room had a good bathroom. The pillows and linen were a bit uncomfortable. The bed was a good size. There was a large TV, WiFi, etc. The room was spacious and clean. The room had a sea view. The food was really good here. The breakfast was especially good. Sometimes the restaurant did not open for dinner. The chef would be flexible for a small party, which is great. The pools were a great addition to this hotel. The fitness centre was also a great addition to this hotel. There's a Jacuzzi on the rooftop. It was really fun.","The hotel is not highly recommended. You will not want to come back to it. It is definitely not a five-star hotel. The hotel is very far from the beach in one direction. The hotel is very far from the beach in the other direction. The hotel has no rooftop pool. The rooftop pool has no view of the sea. The hotel is located far away from the Port Olympic. The hotel is located far away from Barcelonetta. There is a fitness park far away. It is a two hour walk away. The hotel room had a bad bathroom. The pillows and linen were very comfortable. The bed was a bad size. There was no large TV, WiFi, etc. The room was cramped and dirty. The room had no sea view. The food was really bad here. The breakfast was especially bad. The restaurant did open for dinner. The chef would not be flexible for a small party, which is bad. The pools were a bad addition to this hotel. The fitness centre was not a great addition to this hotel. There's no Jacuzzi on the rooftop. It was really boring.",1.0
ref,test,34,The hotel was great. The hotel comes highly recommended. The hotel is close to transport networks. The rooms were modern. The rooms were really clean. What really stood out was the thermostat. The thermostat controls the heat and coolness of the room. The hotel provided a complimentary breakfast. The breakfast was substandard. The hotel has a thermostat control.,The hotel was terrible. The hotel comes not highly recommended. The hotel is far from transport networks. The rooms were outdated. The rooms were really dirty. What did not stand out was the thermostat. The thermostat did not control the heat and coolness of the room well. The hotel provided no complimentary breakfast. The breakfast was excellent. The hotel has no thermostat control.,1.0
ref,test,35,It's a good hotel. I would definitely recommend it. I would return for another stay. The hotel is in a perfect location. The location is in the old quarter of Istanbul. The hotel is within minutes of the Blue Mosque. The hotel is within minutes of the Grand Bazaar. The hotel is within minutes of many other traditional and historic places in Sultanahmet. The rooms here are cosy. The rooms here are on the small side. The rooms here are always very clean. The rooms here are comfortable enough. The staff were knowledgeable. The staff were knowledgeable about the local area. The breakfast was fit for a king. It is definitely recommended. There was nothing not to like. Breakfast was on an open terrace. The hotel provides complimentary internet access. The internet access is in the reception.,It's a bad hotel. I would definitely not recommend it. I would not return for another stay. The hotel is in a terrible location. The location is in the new quarter of Istanbul. The hotel is far from the Blue Mosque. The hotel is far from the Grand Bazaar. The hotel is far from many other traditional and historic places in Sultanahmet. The rooms here are uncomfortable. The rooms here are on the large side. The rooms here are always very dirty. The rooms here are uncomfortable enough. The staff were not knowledgeable. The staff were not knowledgeable about the local area. The breakfast was not fit for a king. It is definitely not recommended. There was nothing to like. Breakfast was on a closed terrace. The hotel provides no complimentary internet access. There is no internet access in the reception.,0.875
ref,test,36,The price of staying at this hotel was reasonable. The hotel is located in the city centre. The hotel is located right next to a canal. The rooms of the hotel can be small. The beds in the rooms can be little. The rooms are good value. The rooms are clean and well-furnished. The continental breakfast was a bit limited. The breakfast tasted great. The breakfast was provided by the hotel for free. The hotel provided free internet access. Be warned of the steep stairs. If you have heavy luggage. The hotel is gay friendly. Homosexual pornographic materials are left out in public areas.,The price of staying at this hotel was unreasonable. The hotel is located in the city outsirts. The hotel is located far away from the canal. The rooms of the hotel can be big. The beds in the rooms can be large. The rooms are expensive. The rooms are dirty and unfurnished. The continental breakfast was very varied. The breakfast tasted bad. The breakfast was not provided by the hotel for free. The hotel provided no free internet access. Be warned of the stairs which are not steep. If you have light luggage. The hotel is not gay friendly. Homosexual pornographic materials are left out in private areas.,1.0
ref,test,37,"The hotel is situated about five minutes away from the airport. The hotel offers a free shuttle service to the downtown area. The shuttle service runs at twenty minutes past the hour. The suite has two bedrooms. The suite is stunning and really impressive. There were lots of nice features. The features included granite worktops, marble flooring, and stainless steel appliances for guest use. The bathroom featured Jacuzzi tubs and a really big walk-in shower. The breakfast passes only included the fruit. The breakfast passes only included the bread. The parking facility at the hotel cost $18, which is expensive. The water at the hotel was discoloured and riddled with seaweed.","The hotel is situated very far away from the airport. The hotel offers no free shuttle service to the downtown area. The shuttle service does not run at twenty minutes past the hour. The suite has no bedrooms. The suite is boring and really unimpressive. There were lots of bad features. The features do not include granite worktops, marble flooring, or stainless steel appliances for guest use. The bathroom does not feature Jacuzzi tubs or a really big walk-in shower. The breakfast passes included the fruit and more. The breakfast passes included the bread and more. The parking facility at the hotel cost $18, which is cheap. The water at the hotel was clear and free of seaweed.",1.0
ref,test,38,This is a lovely and charming hotel. The hotel can be busy during September time. This hotel is nicely located in a quiet neighborhood. This hotel is also close to the best things to do in Venice. The rooms were clean. It seems more like a dorm than a hotel room. You need to spend extra 20 euro. The extra 20 euro is for an upgrade. The owners are very friendly. The breakfast is basic here. The breakfast area is quite small. It gets filled up fast. There are lots of places nearby. The staff will even make a reservation for you. The local boat trip to Murano is worth it. The advice would be to go on the normal boat.,This hotel lacks charm and is hideous. The hotel can be free during September time. This hotel is nicely located in a noisy neighborhood. This hotel is also far from the best things to do in Venice. The rooms were dirty. It seems more like a hotel room than a dorm. You do not need to spend an extra 20 euro. The extra 20 euro is for a downgrade. The owners are very unfriendly. The breakfast is fancy here. The breakfast area is quite large. It gets filled up very slowly. There are few places nearby. The staff will not make a reservation for you. The local boat trip to Murano is not worth it. The advice would be to not go on the normal boat.,1.0
ref,test,39,"The hotel is a tranquil escape. The Old Town is bustling. It is decorated in a modest fashion. It is decorated in an antiquated fashion. You can ask at this hotel. You can get an amazing room with a sea-view. The bathroom seems updated. The bathroom features a really great pressure shower. The continental-style breakfast was really good. The breakfast was served on the rooftop terrace. There are great views at this hotel. I found that their slippers are really comfortable. Their slippers don't feel cheap. Additionally, I found this.","The hotel is a noisy escape. The Old Town is deserted. It is decorated in an extravagant fashion. It is decorated in a modern fashion. You cannot ask at this hotel. You cannot get a room with a sea-view. The bathroom seems outdated. The bathroom features a really terrible pressure shower. The continental-style breakfast was really bad. The breakfast was not served on the rooftop terrace. There are bad views at this hotel. I found that their slippers are really uncomfortable. Their slippers do feel cheap. Additionally, I did not found this.",0.8571428571428571
ref,test,40,The hotel is good value for money. The location is central. The location is close to the City Hall. There is a Burger King nearby. There is a 7 Eleven convenience store nearby. The rooms in the hotel were clean. The decor was a little outdated. The rooms were too cold. The buffet breakfasts and dinners in this hotel are absolutely superb. There is even an a la carte lunch option. There is a great bar on the ground floor. The bar serves really good tasty food. The internet provided at the hotel was of poor quality. The internet was unreliable. You had to put a down-payment just to connect. There is a pool at the hotel. The pool is really clean. The pool is of good quality.,The hotel is poor value for money. The location is peripheral. The location is far from the City Hall. There is no Burger King nearby. There is no 7 Eleven convenience store nearby. The rooms in the hotel were dirty. The decor was modern. The rooms were too hot. The buffet breakfasts and dinners in this hotel are absolutely terrible. There is no a la carte lunch option. There is a horrible bar on the ground floor. The bar serves really gross food. The internet provided at the hotel was of great quality. The internet was reliable. You did not had to put a down-payment just to connect. There is no pool at the hotel. The pool is really dirty. The pool is of poor quality.,1.0
ref,test,41,"The hotel's furnishings are a bit outdated and need updating. The hotel was very clean. This hotel has a great central location. It is very close to many attractions. The attractions include MRT, Clarke Quay, and the National Museum. The bed was comfortable. The full size bath was a nice bonus. The isolation is bad. The elevator could be heard very clearly. The neighbor speaking could be heard very clearly. The downside is the lack of style. There is no wifi in the room. Disappointing breakfast. The choices are very limited. There is no fresh fruit. This hotel has a pool. The pool is very small. ","The hotel's furnishings are fashionable and are updated. The hotel was very dirty. This hotel has a great peripheral location. It is very far from many attractions. The attractions do not include MRT, Clarke Quay, or the National Museum. The bed was uncomfortable. The small sized bath was a bad detraction. The isolation is good. The elevator could not be heard clearly. The neighbor speaking could not be heard very clearly. The upside is the presence of style. There is wifi in the room. Satisfying breakfast. The choices are very extensive. There is fresh fruit. This hotel has no pool. The pool is very big.",1.0
ref,test,42,This hotel may not be the right option for some. The hotel is only a five minute walk from the Town Hall rail station. You can also walk to shopping and tourist attractions from the hotel. The hotel is close to Darling Harbour. The corner-room was of an okay size. The corner-room was really cleaned to a high level. Check-in to your room can be earlier. You need to ask for it. The staff were quite nice overall. Sometimes the staff seemed to be put off. Sometimes the staff seemed to be lacking. The breakfast provided by the hotel was Continental. There were problems with not being on the necessary list. The hotel's restaurant was good. The hotel's restaurant was slightly expensive. The hotel was very helpful with pre-booking information. Check out of the stay was drawn out and frustrating.,This hotel may be the right option for many. The hotel is is very far from the Town Hall rail station. You cannot walk to shopping and tourist attractions from the hotel. The hotel is far from Darling Harbour. The corner-room was not of an okay size. The corner-room was not really cleaned. Check-in to your room can not be earlier. You do not need to ask for it. The staff were very rude overall. The staff never seemed to be put off. The staff never seemed to be lacking. The breakfast provided by the hotel was not Continental. There were no problems with not being on the necessary list. The hotel's restaurant was bad. The hotel's restaurant was well priced. The hotel was very unhelpful with pre-booking information. Check out of the stay was short and convenient.,1.0
ref,test,43,"This is a perfect hotel for a short stay. It is highly recommended because of the great value for money. The hotel is in a great location. The location is ideal for visiting the Musee d'Orsay or Saint Germain area. Firstly, the rooms are designed to be really unique and it shows. The plethora of mod-cons supplied includes an iPod dock, minibar, and a flat-screen television. There is nothing you could need. Everything is available. The room is very luxurious inside. The room is very relaxing and charming. The staff at this hotel are really caring. The staff at this hotel have a great attitude. The breakfast provided by the hotel was suitable. It was stocked with fresh, organic produce. There was plenty of food available. The ticket provided by the hotel allows for skipping the line. The skipping the line is only available at designated venues.","This is not a perfect hotel for a short stay. It is not highly recommended because of the great value for money. The hotel is in a terrible location. The location is the worst for visiting the Musee d'Orsay or Saint Germain area. Firstly, the rooms are designed to be really generic and it shows. The limited mod-cons did not include an iPod dock, minibar, or a flat-screen television. You have nothing. Everything is unavailable. The room is very spartan inside. The room is very stress-inducing and lacks charm. The staff at this hotel are not caring. The staff at this hotel have a bad attitude. The breakfast provided by the hotel was unsuitable. It was not stocked with fresh, organic produce. There was little food available. The ticket provided by the hotel does not allow for skipping the line. The skipping the line is available at all venues.",1.0
ref,test,44,"I booked directly with the hotel. It was really impressive. It made for a very special weekend. This place is recommended. The hotel was situated close to a metro station. The metro station allowed travel to the restaurants of Old Montreal. The hotel was within walking distance of the Montreal Jazz Festival. The rooms are adequately sized. The rooms are clean. The rooms have elegant furnishings. The rooms have a previous incarnation as a bank. The rooms retain some history from its previous incarnation as a bank. The rooms have free WiFi available. There is lovely modern art in the rooms. The hotel has a good bar. The bar is ideal for relaxing. Live music is played in the bar. The hotel had no street noise at all. On Friday and Saturday evenings, there was a music group playing at the bar area.","I did not book directly with the hotel. It was not really impressive. It made for a very uneventful weekend. This place is not recommended. The hotel was situated far from a metro station. The metro station did not allow travel to the restaurants of Old Montreal. The hotel was not within walking distance of the Montreal Jazz Festival. The rooms are inadequately sized. The rooms are dirty. The rooms have ugly furnishings. The rooms did not have a previous incarnation as a bank. The rooms retain no history from its previous incarnation as a bank. The rooms have no free WiFi available. There is no lovely modern art in the rooms. The hotel has a bad bar. The bar is not ideal for relaxing. Live music is  not played in the bar. The hotel had street noise. On Friday and Saturday evenings, there was no music group playing at the bar area.",1.0
ref,test,45,"The hotel was a bargain. The hotel comes highly recommended. The hotel is located centrally to the main strip. Generally, everything is within walking distance. It is a minute's walk to the beach. Nearby 4th street has a selection of local restaurants too. The rooms were clean. The rooms were well maintained. They were reasonably priced. The deluxe options have a balcony overlooking 5th Avenue. The staff are incredibly knowledgeable about the local area. The staff will happily spend some time advising on the best places to see. They were gracious enough to book taxis to the airport. Booking taxis to the airport is a great touch. The hotel is near to Rancho Punto Venado. Rancho Punto Venado provides facilities for many outdoor activities such as horseback riding and ATV driving.","The hotel was a not bargain. The hotel comes highly unrecommended. The hotel is located far away from the main strip. Generally, nothing is within walking distance. It is a very far walk to the beach. Nearby 4th street has no selection of local restaurants. The rooms were dirty. The rooms were poor maintained. They were unreasonably priced. The deluxe options do not have a balcony overlooking 5th Avenue. The staff are incredibly not knowledgeable about the local area. The staff will not spend some time advising on the best places to see. They were not gracious enough to book taxis to the airport. Booking taxis to the airport is a bad touch. The hotel is far from Rancho Punto Venado. Rancho Punto Venado does not provide facilities for any outdoor activities such as horseback riding or ATV driving.",1.0
ref,test,46,The hotel was a unique experience. The hotel had traditional features. The hotel had modern features. A stay at the hotel is recommended. The hotel is situated in an excellent location on the Grand Canal. It is only a couple of stops to San Marco Square. It is near to the Salute Church. It is close to a number of art galleries. It is close to the Vaporetto. The hotel has rooms overlooking the canal. The rooms are nice and clean. The hotel has a simple menu. The menu can be served wherever you like. The minibar is always stocked for guests. The hotel was a bit overpriced. The hotel did live up to that expectation. It was worth it.,The hotel was a boring experience. The hotel had untraditional features. The hotel had no modern features. A stay at the hotel is not recommended. The hotel is situated in an terrible location on the Grand Canal. It is many stops to San Marco Square. It is far from the Salute Church. It is far from a number of art galleries. It is far from the Vaporetto. The hotel has no rooms overlooking the canal. The rooms are bad and dirty. The hotel has a complex menu. The menu can not be served wherever you like. The minibar is always empty for guests. The hotel was reasonably priced. The hotel did not live up to that expectation. It was not worth it.,1.0
ref,test,47,"It was a comfortable experience at this hotel. There was classical music that came from a nearby opera school, which was a nice bonus. The location is excellent because it is on a quiet street. The location also allows for easy reach of principal city sights. The metro and city tour bus stop are really close. The room is clean. The room is large. The bathroom has been renovated and is great. The staff are a wealth of knowledge about the nearby restaurants. The staff are a wealth of knowledge about side trips. Their knowledge was super helpful. The breakfast has lots of choice. The quality of the continental foods and drinks on offer was great. They provide take away breakfast. There is no wireless internet in the rooms. Wireless internet is only available in the lobby.","It was an uncomfortable experience at this hotel. There was modern music that came from a far-off opera school, which was bad. The location is terrible because it is on a noisy street. The location does not allow for easy reach of principal city sights. The metro and city tour bus stop are really far. The room is dirty. The room is small. The bathroom has been renovated and is bad. The staff have no knowledge about the nearby restaurants. The staff have no knowledge about side trips. Their knowledge was super unhelpful. The breakfast has little choice. The quality of the continental foods and drinks on offer was awful. They provide no take away breakfast. There is wireless internet in the rooms. Wireless internet is not available in the lobby.",1.0
