summ_type,split,example_id,summ_a,summ_b,nli_contrast_neut_score
ref,dev,24,"This hotel is greatly cherished. The hotel is well maintained. The hotel is cozy. Everything you could require in terms of stores and eateries are truly proximal to this hotel. This hotel is excellently situated. Moreover, there are lots of sights close by. There is a theater close by. There is a temple close by. The vista from the opulent room was truly pleasant. The opulent room overlooked the courtyard. It was sunny when gazing at the courtyard. Rooms can accommodate four individuals. The rooms are cozy and spotless. Additionally, the rooms can accommodate four individuals while still being cozy and spotless. The porter was constantly at the doorstep of the hotel to salute visitors. The personnel were very hospitable and marvelous. There was a smorgasbord for breakfast. The smorgasbord supplied delicious fare. Additionally, there is a fine exterior dining region. The exterior dining region was appropriate for consuming lunch. There were toiletries obtainable at this hotel. The toiletries were truly superb. The cost was really modest. The hotel is comfy and sophisticated.",The hotel is first-rate. The hotel furnishes a pleasant and agreeable stay. The stay won't strain the wallet. The tub in the chamber took an excessive amount of time to release. There is solely the amenity for one machine to be allotted to the web per room. The hotel's breakfast choice was really excellent. The array offered at the tavern was really excellent. Rooms on the managerial level are supplied with a free breakfast. Rooms on the managerial level are supplied with hors d'oeuvres and treats for a modest charge.,0.06060606060606061
ref,dev,25,The hotel is splendid. The hotel furnishes a secure place to reside. It is a favorite. It is a favorite with visitors. The hotel is adjacent to the subway line. The hotel is adjacent to Rembrandt Square. The hotel is estranged from the noisier sightseeing spots. The room was diminutive at this hotel. The room was up to date and unsoiled. Everything was wheelchair-friendly which was great. There was no shower drape. The lavatory floor was rather damp. The personnel were at the reception desk. The personnel were uncooperative to visitors. The hotel furnishes a marvelous collection of food. The food is served in their fish eatery. The WiFi is in the hotel foyer. The WiFi is very sluggish. The carpet was filthy. The outside of the hotel is clamorous and thronged.,The sojourn at the hotel was quite costly. The sojourn at the hotel was absolutely worth the expense. No grievances. The sight from the accommodation was excellent. The accommodation overlooked the waterway. The wireless internet in the room was gratuitous. It is really convenient. The chambers are opulent. The chambers are embellished to a delightful level. The opulence and embellishment of the chambers are superior. All of the personnel were affable. They were amiable. They were competent simultaneously. They were evidently very erudite. Being erudite was simply marvelous. The hotel offered gratuitous internet facilities. The hotel offered the usage of a printer if called for.,0.08108108108108109
ref,dev,26,This is a hotel. The hotel is diminutive. The hotel is magnificent. The hotel is truly magnificent. It isn't an extravagant resort. It was pleasant nevertheless. There are plenty of activities. The activities are within strolling reach. The hotel chambers are diminutive. The hotel chambers are spotless. The hotel chambers are outfitted nicely with relics for some enchantment. The breakfast was at the hotel. The breakfast was sufficient. The coffee was superb. Some things were absent. There was a dilapidated atmosphere here. The floor covering did not improve the atmosphere. The atmosphere was depleted. The lifts weren't that grand. A surfboard couldn't even be accommodated in it.,The stay at this hotel was splendid. I will keep returning to this hotel. It can get immensely hectic here. You wouldn't be aware of it. The chambers in the hotel were sumptuous. The walls were very feeble. The hotel has great access to numerous local eateries. There is a broad assortment of local eateries accessible. There were some terrific elements to this hotel. The awesome-pool is one of those elements. It is suggested you go down for a chaise longue quite early. This isn't a huge concern.,0.125
ref,dev,27,The hotel is serene. The hotel is spotless. The hotel is generally a pleasant place to reside while in Rome. The hotel is proximate to a plethora of neighborhood eateries. The hotel is proximate to the livelier regions of Rome. The rooms in the hotel are sufficient. The bathrooms are roomy. The personnel deposit a candy on the mattresses. The candy is deposited each evening. The candy is for their patrons. The breakfast was a spread. The breakfast was excellent. The hotel's halls were quite unadorned. The halls could benefit from some embellishment. The complimentary Wi-Fi operated optimally. The Bulgari toiletries smelled delightful.,The cordiality at this hotel was delightful. The cordiality made the stay really great. There's nothing whatsoever to gripe about. I cannot extol this place enough. Everything is proximate to this hotel. The hotel's situation is flawless. Historical monuments aren't too distant on foot. Eateries and beverages are only 50 metres away. The river is around too. The spaces are abundant with atmosphere. The spaces are truly delightful with traditional adornment and fashion. The bed was ample. That is a boon. Many of the personnel were able to furnish comprehensive knowledge about the city. Many of the personnel were able to furnish proposals for what to do and where. The hotel supplied a morning meal to visitors. The morning meal was satisfactory. There was excellent coffee obtainable. The upper-level roof garden is truly stunning. The roof garden matches up to the pictures displayed on the website.,0.1111111111111111
ref,dev,28,The hotel provided a wonderful stay. The hotel is highly suggested. The hotel is located proximately. The hotel is located to Giotto's Campanile. The chambers in this abode are really top-notch. The chambers in this abode are quite capacious. There was extraneous noise from the chimes in the morning. It was challenging to negotiate the hotel. The floor plan was the reason for the challenge.,The hotel merits a second try. It is tranquil. It is located on a side-lane. There is a commodious get-on get-off tour bus. The tour bus isn't too distant from the hotel. It is truly advantageous for viewing. The rooms in the hotel are unsoiled. The rooms in the hotel are plain. The rooms in the hotel have a vista over the skylines. There was a splendid pan-continental breakfast. The breakfast was really delectable.,0.2
ref,dev,29,This is a superb spot for a brief sojourn. It will almost certainly persuade you to return once more. The hotel is not in the middle. The area is quite secure. The position is quite acceptable. The hotel chambers are up-to-date. Some of the hotel's personnel seemed uninterested. There was an occurrence at the hotel. It is worth noting that you can obtain a gratis coffee. The coffee can be obtained from the barkeep. There is a coffee apparatus provided here. The coffee apparatus is satisfactory. The parking is available at the inn. The cost of parking is 12 a night.,The hotel made visitors feel secure. The hotel made visitors feel cozy. Everything is available from this accommodation. This is truly beneficial for scrutinizing the town. There are plenty of attractions. You can access them on foot. The hotel has sufficient rooms with air conditioning. The internet was accessible. The personnel of this accommodation permitted a phone call. The phone call was to the United States. The hotel telephones were used for the phone call. The complimentary breakfast feast proffered by the hotel was generally satisfactory. The eatery left something to be desired. The temperature at this lodging did not aid when attempting to slumber. The fee for a short call is really costly.,0.10344827586206896
ref,test,30,The hotel is tolerable. It is an excellent selection if searching for an economical place to stay. It is an excellent selection if searching for an unsoiled place to stay. It is an excellent selection if searching for a sheltered place to stay. The hotel is near to the Grand Bazaar. The hotel is near to the Blue Mosque. The hotel is near to the cable cars for getting around the city. The rooms are quite cozy. This one in special constantly had fumes dispersing up from the foyer. The personnel at the hotel provided a service. The service provided was sound. The hotel had breakfast included. The cost of the residence included breakfast. One point to heed with the hotel is that there is merely a single journey transfer. You will have to defray for either the collection or the delivery to the airport.,"The hotel appears a bit antiquated. Generally, it is an excellent place to dwell. The hotel is situated on a slope. The hotel overlooks the Bosphorous. The rooms are vast and roomy. The rooms are newly decorated. The rooms are immaculate. The room is pleasant. The lavatory is of ample size. The personnel were at the hotel. The personnel were observant. The nourishment is adequate enough. There are quite steep prices. The hotel does supply internet access for visitors. The internet access is expensively charged at $25 per day.",0.4666666666666667
ref,test,31,"The amenities of this hotel are really superb. It's one of the most delightful stays. The position of the hotel was quite underwhelming. It is not an exceptionally picturesque region of Hong Kong. The hotel's lodgings are satisfactory. The hotel's lodgings are somewhat dimly illuminated. The lodgings are spotless and hushed. It is beneficial booking a room on the Club level for a more modern room. The personnel do not find anything too laborious. The smorgasbord breakfast is positively marvelous. The smorgasbord breakfast is really diversified. In addition, the eatery furnishes some really excellent sustenance. The sustenance is worth sampling. The hotel has a bus shuttle service available to patrons. The bus shuttle service runs twice per hour. It is not advantageous to obtain a hotel with a pool. The atmosphere is generally not for splashing around, etc.",This is a marvelous hotel. It is emphatically suggested. You won't repine reserving over and over. The chambers are of adequate magnitude. The chambers have an excellent outlook. Some of the personnel were not highly adept. Some of the personnel had a poor demeanor. The diverse cuisine was really appreciated. The cuisine was of excellent calibre and flavour. The hotel granted DVDs for visitors. The DVDs were gratis.,0.14285714285714285
ref,test,32,"The hotel is singular. The hotel furnishes an equally remarkable and indelible experience. It cannot be exalted highly enough. There is ease and amiability here. The spot is exceptional. It had indisputably at the heart of all. You could require something. The hotel rooms are appointed elegantly. The television was very diminutive. The service was outstanding. Every individual on front of house was exceedingly courteous, polite, and so considerate. Brasserie Jo is an eatery connected to the hotel. The cuisine at Brasserie Jo is delectable. The ambience at Brasserie Jo is captivating. The assistance at Brasserie Jo is the best. There is a gym in this accommodation. The gym is fine. It is on the fifth storey. It contains some aerobic apparatus.",This is an ideal hotel for any form of stay. You will yearn to continually return for the serenity. You will yearn to continually return for the unrivaled cost. You will yearn to continually return for the excellence. The hotel is very proximate to the Boston public gardens. The hotel is very proximate to the Arlington station of the T line. The rooms are diminutive in size. The rooms are adorned with a cozy charm. The personnel at the hotel were proficient. They remedied any difficulties that arose. The hotel's Yuletide Tea was extremely pleasant. The renowned fish is available in the eatery. The hotel itself has lifts. The lifts repeatedly malfunctioned during our stay. The lifts stalled between floors after the power completely shut down.,0.23529411764705882
ref,test,33,"The hotel is highly endorsed. You will wish to revisit the hotel. The hotel is unquestionably five-star. The hotel is only a brief distance from the shore in one direction. The hotel is only a brief distance from the shore in the other direction. The hotel boasts a summit pool. The summit pool has a sight of the ocean. The hotel is situated close to the Harbor Olympics. The hotel is situated close to Barcelonetta. There is an exercise park. The exercise park is a few steps away. The hotel room had an excellent bathroom. The cushions and bedding were a bit uncomfortable. The bed was a decent size. There was a huge TV. There was WiFi, etc. The room was spacious. The room was pristine. The room had an ocean outlook. Furthermore, the room had an ocean outlook. The nourishment was really excellent here. The morning meal was particularly excellent. Sometimes the eatery did not open for supper. The cook would be accommodating for a minor event. This is splendid. The pools were a great supplement to this hotel. The fitness facility was a great supplement to this hotel. There's a hot tub on the roof. The hot tub on the roof was really enjoyable.",The hotel is a great bargain. The hotel is in a safe section of the municipality. The hotel is in an industrial zone. The industrial zone is sheltered. The industrial zone is not too distant from the downtown. The hotel had air-conditioned rooms. The rooms had a mini fridge. The rooms had a vista of the Sagrada Familia. The rooms required a slight refurbishment. The custodial personnel created an exceptionally clean atmosphere at the hotel. There was a gratuitous mini bar included. The mini bar was not replenished. The breakfast presented a variety of baked goods. The breakfast presented a variety of cheeses. The breakfast presented a variety of loaves. The towels in the hotel are too stiff.,0.4222222222222222
ref,test,34,The hotel was exceptional. The hotel was highly praised. The hotel is adjacent to transportation networks. The chambers are contemporary. The chambers are pristine. What really distinguished itself was the thermostat. The thermostat regulates the temperature of the room. The hotel offered a complimentary breakfast. The breakfast was inadequate. The hotel has a temperature regulator.,"The hostelry was not commensurate. The amount expended for it was high. The hotel is located in a first-rate spot. The spot is on the river. The rooms were very spacious. The rooms had a magnificent view of the Chicago River. Occasionally, the rooms were fragrant disagreeably. The bathroom was filthy. The hotel did not have a refreshment dispenser. The hotel did not have a refrigerator. The toilet tissue was of low quality.",0.09523809523809523
ref,test,35,It's a decent hotel. I would surely suggest it. I would come back for a further stay. The hotel is in an ideal spot. The ideal spot is in the historic district of Istanbul. The hotel is nearby the Blue Mosque. The hotel is nearby the Grand Bazaar. The hotel is nearby several additional old and venerable locations in Sultanahmet. The chambers here are snug and diminutive. The chambers here are invariably very unsoiled. The chambers here are comfortable enough. The personnel were well-informed. They were well-informed about the neighboring region. The breakfast was fit for a sovereign. That undoubtedly suggests something. There was nothing not to enjoy. Morning meal was on an uncovered balcony. The hotel offers gratuitous internet connection. The gratuitous internet connection is available in the lobby.,"This is the ideal hotel for both entertainment and professional visits. It is a gratifying gust of new air for the accommodation business. You can saunter across the park around the hotel. There are several restaurants nearby. The hotel's chambers are up-to-date. The hotel's chambers are suitably sized. The hotel's chambers are affordably priced. It is feasible to observe the Bosphorous from some of the chambers. The personnel stationed at the hotel were generally sound. There were some exhibitions of improper demeanor. The connection to access the web is a dial-up. The service is remunerative. Unfortunately, the service is remunerative. The gym is quite diminutive. It's acceptable for a speedy exercise. Additionally, the gym is quite diminutive but acceptable for a speedy exercise.",0.2857142857142857
ref,test,36,The cost of inhabiting this hotel was moderate. The hotel is situated in the downtown area. The hotel is situated right alongside a waterway. The chambers of the inn can be diminutive. The cots in the chambers can be tiny. The rooms are reasonably priced. The rooms are spic and span. The rooms are well-appointed. The continental breakfast was a bit meagre. The breakfast did savor exquisite. The breakfast was provided by the hotel gratis. The hotel furnished internet access. The internet access was complimentary. Be forewarned of the steep stairs. The stairs can be difficult if you have cumbersome baggage. The hotel is hospitable. There are lewd pornographic materials left out in public areas.,"The stay was agreeable enough. The hotel is remarkable and distinctive. Overall, the stay was at this remarkable distinctive hotel. I would suggest. I would return once more. This hotel is flawlessly placed for admission to the chief city. This hotel is flawlessly placed for a tranquil stroll or task along the lakeshore close by. Moreover, there are eateries and delicatessens close by. Many inhabitants tend to frequent these places. Some rooms in the hotel possess a lavatory in the chamber. This could be a problem for some. There is complimentary web access provided. The web access is provided in rooms. The personnel at the hotel were often hostile. The personnel at the hotel did not accomplish tasks. The eatery at the inn is satisfactory. The vintages can be costly by the measure.",0.23529411764705882
ref,test,37,The hotel is located roughly five minutes from the airport. The hotel furnishes a complimentary shuttle service to the downtown locale. The shuttle service departs at twenty minutes after the hour. The two-bedroom suite in this hotel was gorgeous. The two-bedroom suite in this hotel was really awe-inspiring. There were lots of pleasant characteristics. The granite worktops were one of the pleasant characteristics. The marble flooring was one of the pleasant characteristics. The stainless steel appliances for visitor use were one of the pleasant characteristics. The restroom featured Jacuzzi tubs. The restroom featured a really mammoth walk-in shower. The breakfast tickets only included the fruit. The breakfast tickets only included the bread. The parking amenity at the hotel cost $18 which is pricey. The water at the hotel was tainted and strewn with seaweed.,The hostelry will have you craving to keep returning. It is really soothing and hospitable. The hotel was located away from downtown. It was a brief taxi journey to get to downtown. It was quite a trek to Duval Street. This was rather costly in a cab. The chamber was exquisite. The chamber boasts spectacular vistas. There was a bed in the room. The bed had excellent padded bedclothes. You could not desire for superior staff service here. The staff service here is top-notch. They were very useful. They were amiable and inviting. There are some excellent brine pools. You can quaff some drinks there. You can attain some serenity and placidity there. The cost is fairly exorbitant. There are four astonishing basins. There is an alfresco bar. I would indisputably return once more.,0.05555555555555555
ref,test,38,This is a pleasant and beguiling hotel. The hotel can be bustling during the September period. This hotel is nicely situated in a tranquil district. The hotel is proximate to the optimum activities to experience in Venice. The chamber was spotless. It looks more like a dormitory than a hotel room. You need to expend an additional 20 euro. The additional 20 euro is for a prospectus. The proprietors are very amiable. The breakfast is rudimentary here. The breakfast area is quite diminutive and it gets crammed quickly. There are lots of places close by. The personnel will even make a reservation for you. The local voyage to Murano is rewarding. The suggestion would be to embark on the customary boat.,The hotel is definitely suggested for others. The hotel is a bit isolated for some. The hotel is situated on the Grand Canal. The hotel is situated opposite the Santa Lucia railway station. It is situated in a less populous sector of the urban center. It is a serene promenade to all the sightseer spots. It is a serene promenade to ferry ways. The rooms are in the hotel. The rooms have a vista of the waterway. The rooms are bright. The rooms are kept in good condition. The bathrooms have dual sinks. Dual sinks are perfect for a pair. The personnel at the hotel were beneficial. The personnel at the hotel were well-informed. The breakfast was supplied by the hotel. The breakfast was sufficient. The lift in this hotel was diminutive. The lift in this hotel was really well-looked-after.,0.2647058823529412
ref,test,39,The hotel is a peaceful getaway. The Ancient City is a hustle. It is adorned. It is adorned in an unassuming manner. It is adorned in an old-fashioned manner. If you inquire at this inn. You can get a marvelous room. The room has an ocean-view. The lavatory appears modernized. The shower is superbly powerful. The continental-style repast was really superb. It was served on the sky-high terrace. There are phenomenal vistas at this hotel. It was furthermore ascertained. Their slippers are really cozy. Their slippers don't appear inexpensive.,"The hotel is unostentatious. The hotel is spotless. The hotel is a picturesque family run institution in Istanbul. The chambers were of a fair magnitude. The beds were restful. The beds were not inexpensive. The personnel spoke English. The English spoken by the personnel was superb. The hotel offered a compilation at brunch. The compilation was divergent. The ambiance was delightful. The rooftop renovation is not yet accomplished on the hotel. Once the rooftop renovation is accomplished, the hotel will be even superior.",0.13793103448275862
ref,test,40,"The hotel is good value. The hotel is especially good value for currency. The place is pivotal. The place is near the Civic Center. There is a Burger Joint next door. There is a 7-Eleven minimart next door. The chambers in the hotel were hygienic. The ornamentation was somewhat antiquated. The chambers were too frigid. The smorgasbord breakfasts in this hotel are totally remarkable. The smorgasbord suppers in this hotel are totally remarkable. There is even a table d'hôte lunch choice. If that wasn't sufficient. There is an excellent bar on the lower level. The bar serves really delicious delectable food. The internet supplied at the hotel was of inadequate quality. The internet was undependable. You had to make a deposit just to link. Nevertheless, here at the accommodation there is a reservoir. The reservoir is extremely tidy. The reservoir is of excellent quality.","This hotel is stupendous. It will astound your intellect. It is august and excellent. If you abide here. You will desire to come back repeatedly. The spot here is exceptional. The underground is effortless to approach by walking. The chambers of the hotel were satisfactory. The restroom, cot, and television were on the higher floor of the chamber. The champagne provided during tea was effervescent. The food was dissatisfying. The effervescent champagne made up for the dissatisfying food. The Fullerton Hotel is attractive. The outside of the Fullerton Hotel is particularly attractive at night.",0.2571428571428571
ref,test,41,"The hotel's fittings are somewhat antiquated and require renovation. The hotel was very pristine. This hotel has a fabulous central position. It is very near to numerous points of interest. The points of interest include MRT, Clarke Quay, and the National Museum. The bed was cozy. The ample bath was a pleasant surprise. The seclusion is detrimental. The lift and fellow conversing could be detected distinctly. The other drawback is the paucity of panache. There is no wireless internet in the chamber. Dispiriting breakfast. There are very scant choices. There is no ripe fruit. This hotel has a pool. The pool is very diminutive.",The hotel is an astonishing 'Vegas-like' edifice. There is a shopping mall linked to it. There is a convention hall linked to it. The hotel is definitely advocated. There may be more intimate locations to stay at whilst in Singapore. The site is quite admirable. There is a shopping center proximate as well. The club chamber was quite marvelous. The chamber was faintly raucous due to the flow of traffic. The ornamentation was modern. The room was commodious and ample. The lavatory was quite sizable. The bathtub was included in the lavatory. The staff permitted early check-in. The check-out process was really effortless and expeditious. The personnel service is pleasing overall. The nourishment is acceptable here. The nourishment is a tad costly. The hotel has a chaos lounge. Music is reproduced in the chaos lounge. The pool is not greatly secluded. The vestibule is too bustling.,0.02631578947368421
ref,test,42,"This inn may not be a suitable choice for some. The inn is only a five minute saunter from the Town Hall railway station. You can stroll to shopping and tourist attractions from the inn. The hotel is near to Darling Harbour. The corner-room was of an acceptable magnitude. The corner-room was really tidied to a superior level. Check-in to your accommodation can be sooner. You need to request it. The personnel were amiable in general. Sometimes, the personnel seemed to be perturbed. Sometimes, the personnel seemed to be deficient. The breakfast provided by the hotel was cosmopolitan. There were issues with not being on the requisite roster. The hotel's eatery was satisfactory. The hotel's eatery was a tad pricey. The hotel staff were very accommodating with pre-reservation data. Checkout of the stay was tedious and vexatious.","The chamber was quite diminutive and unremarkable. The chamber lacked character. The chamber held a sizable bed. Some pleasant toiletries were present in the chamber. The hotel has a smorgasbord breakfast. You can relish a beverage overlooking the port. The WiFi was surprisingly a remunerative service. On the bright side, the pool area on the apex is really attractive. The gym is entirely sufficient. The gym is diminutive. This is an advantage.",0.17857142857142858
ref,test,43,"This is an ideal hotel for a brief stay. The hotel is highly commended due to the great worth for currency. The hotel is in an outstanding place. If you're eager to tour the Musee d'Orsay or Saint Germain district. Initially, the rooms are fashioned to be distinct. This does not hinder the abundance of modern conveniences equipped. Modern conveniences include an iPod stand, mini refrigerator, and a flat-screen television. There is nothing you could require. Everything is obtainable. The room is very opulent inside. The room is very tranquil and enchanting. The personnel at this hotel are really attentive. The personnel at this hotel have a superb outlook. The breakfast supplied by the hotel was adequately supplied with new, natural commodities. There was copiousness of victuals existing. The hotel supplies a voucher. The voucher permits avoiding the queue. The voucher is for specified locales.",The stay at this hotel was really terrific. The stay at this hotel was really pleasant. It was a noteworthy experience. The hotel appeared to be wholly unfamiliar. This spot was agreeable. It was situated in a boulevard adorned with trees. The boulevard was frequented by inhabitants. The hotel room had a delightful view of the waterway. The rotunda and Stalingrad station were in the backdrop. The room is respectable-sized. The bathroom is spacious. There is no tub in the bathroom. The living space is neat and orderly. There is a cozy bed. Some of the personnel at the hotel were benevolent. Some of the personnel at the hotel had an unprofessional demeanor. The hotel provided uncomplicated French food with a vista of the waterway. The breakfast's warm dishes would vanish rapidly. The hotel has safe parking available. The parking is beneath the edifice. One of the elevators may be defective. It takes a bit longer to get the other lift.,0.0
ref,test,44,"I reserved directly with the hotel. It was really splendid. It made for a very extraordinary weekend. This is the spot. This is the place to be. The hotel was located adjacent to a metro station. The metro station facilitated movement to the eateries of Old Montreal. The hotel was within striding range of the Montreal Jazz Festival. The rooms are sufficiently large. The rooms are immaculate. The rooms have sophisticated furnishings. The rooms have a past life as a bank. The rooms keep some history from that past life. The chambers have complimentary WiFi. The chambers have good-looking contemporary artwork. The hotel has an excellent pub. The pub is ideal for unwinding. Live music is played at the pub. The hotel had no sound from the roadway at all. On Friday and Saturday nights, there was a band playing at the bar section.","This hotel never fails during your stay. It's a superb place to stay. It's great for a shopping outing or something else. The hotel is located in the core of Montreal's shopping quarter. It is proximate to McGill University. It is proximate to Ogilvy. It is located in a secure portion of the metropolis. There are some really chill and convenient features and facilities included in the rooms. There is an iPod docking station, a power shower, a DVD player and television. The Jacuzzi bath in the bathroom was superb. The rooms were capacious. The rooms were sumptuous. The rooms were both capacious and sumptuous simultaneously. The breakfast was catered by room service. The breakfast was really delectable. There was a carport. The carport was to secure your vehicle.",0.21621621621621623
ref,test,45,"The hotel was a steal. The hotel was highly praised. The hotel is situated centrally to the primary thoroughfare. Typically, everything is within strolling distance. It is a jaunt's walk to the beach. Close-by 4th street has an assortment of regional restaurants. The rooms were pristine. The rooms were carefully maintained. They were fairly priced. The luxurious options have a veranda overlooking 5th Avenue. The personnel are amazingly proficient about the surrounding zone. They will willingly spend some time coaching on the top spots to visit. They arranged rides to the airport. It is a wonderful gesture.  The hotel is close to Rancho Punto Venado. Rancho Punto Venado furnishes amenities for countless outdoor pursuits. These pursuits include equestrianism and ATV traversing.",The inn has a children's club. The hotel is handily near the trolley system. There are magnificent vistas of the shoreline. It is a perfect selection. It is for a more peaceful abode. The motel has chambers. One of the chambers is a suite. The suite is utterly extraordinary. The personnel were mostly amiable. Demands were not always fulfilled expeditiously. The hotel provides superb sustenance. Some of the platters may not be too genuine to the area. The hotel furnishes internet connection for visitors. The hotel grounds have a pool. You can lounge around the pool. If you advance to reside in a Little House. There is a vista to the pools of the acreage.,0.38235294117647056
ref,test,46,The hotel was a singular experience. The hotel had antique characteristics. The hotel had advanced characteristics. Staying at the hotel is highly endorsed. It is recommended to have a sojourn at the hotel. The hotel is situated in an outstanding position on the Grand Canal. It is merely a pair of halts to San Marco Square. It is close to the Salute Church. It is proximate to several art galleries. It is proximate to the Vaporetto. The hotel has rooms gazing out to the watercourse. The rooms are pleasant. The rooms are spick-and-span. The hotel has a basic register. The basic register can be dispensed wherever desired. The minibar is always replenished for visitors. The hotel was a bit steeply priced. The hotel fulfilled that expectation. It was beneficial.,This is a gorgeous hotel. This hotel is likely one of the finest out there. The chambers in the inn are embellished in a regular Venetian fashion. The chambers have a contemporary design spin. Reflection panels encase the TVs in the chambers. The loftiest chamber in the inn is accessible. The chamber has a heavenly casement. The casement was very peaceful. The repasts at the hotel were made new. The repasts could be relished on the balcony. This is an accommodation of superior standards and characteristics. Everything appears to be thoroughly considered. The placement of the electrical outlets is well thought out. Even the light switch is placed with consideration.,0.30303030303030304
ref,test,47,It was a pleasant experience at this inn. There was traditional music that came from a nearby opera academy which was an agreeable bonus. An outstanding spot for that is on a tranquil street. It allows effortless access to primary city attractions. The subway and sightseeing bus stop are very near. The chamber is spotless and spacious. The lavatory has been exquisitely refurbished. The personnel are a bounty of wisdom. They have information about the neighboring eateries. They have information about digressions. Their information was immensely beneficial. The breakfast has lots of selection. The excellence of the European comestibles on offer was exemplary. The excellence of the European beverages on offer was exemplary. They supply takeaway breakfast. There is no wireless web in the chambers. Wireless web is exclusively accessible in the foyer.,The hotel appears to be lacking individualized details. The hotel is possibly slightly overvalued. This hotel is splendidly arranged for ambling to noteworthy spots of the city. There are stores and al fresco eateries positioned nearby. The hotel was situated in a diminutive complex. The complex had some gorgeous citrus trees. The citrus trees contributed to the vivid neighborhood. The rooms here are truly pleasant. The rooms were somewhat loud with doors slamming. The breakfast smorgasbord was really savory. The breakfast smorgasbord was a bit plain. The jumbled eggs are highly commended. There was some commotion emanating from the chimes of the close-by church. It is expedient to bring earmuffs.,0.12903225806451613
